Rk,Player,Age,Pos,Tm,,Opp,,Date,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM
14,Timofey Mozgov\mozgoti01,28-335,C,CLE,,GSW,L,2015-06-16 *,1,33,5,8,.625,5,8,.625,0,0,,7,8,.875,7,5,12,2,0,4,3,3,17,19.4,10.7
15,Iman Shumpert\shumpim01,24-355,G,CLE,,GSW,L,2015-06-16 *,1,36,1,6,.167,1,3,.333,0,3,.000,6,8,.750,1,2,3,0,0,1,2,6,8,1.0,-6.6
16,J.R. Smith\smithjr01,29-280,G-F,CLE,,GSW,L,2015-06-16 *,0,34,5,15,.333,1,6,.167,4,9,.444,5,8,.625,0,5,5,1,1,1,1,3,19,11.0,5.7
17,Klay Thompson\thompkl01,25-128,G-F,GSW,@,CLE,W,2015-06-16 *,1,25,2,7,.286,1,4,.250,1,3,.333,0,0,,0,5,5,2,0,1,2,6,5,0.1,-10.8
18,Tristan Thompson\thomptr01,24-095,F-C,CLE,,GSW,L,2015-06-16 *,1,37,7,12,.583,7,12,.583,0,0,,1,2,.500,4,9,13,0,0,1,1,2,15,13.4,3.4
19,Leandro Barbosa\barbole01,32-198,G,GSW,,CLE,W,2015-06-14 *,0,17,4,5,.800,3,4,.750,1,1,1.000,4,4,1.000,0,2,2,0,0,0,2,3,13,8.5,5.8
20,Harrison Barnes\barneha02,23-015,F,GSW,,CLE,W,2015-06-14 *,1,29,3,7,.429,3,7,.429,0,0,,2,4,.500,6,4,10,2,2,1,1,3,8,10.8,6.0
21,Stephen Curry\curryst01,27-092,G,GSW,,CLE,W,2015-06-14 *,1,42,13,23,.565,6,10,.600,7,13,.538,4,4,1.000,3,4,7,4,2,0,5,2,37,28.4,16.4
22,Matthew Dellavedova\dellama01,24-279,G,CLE,@,GSW,L,2015-06-14 *,1,42,2,9,.222,1,4,.250,1,5,.200,0,0,,0,0,0,2,3,0,2,4,5,0.3,-8.3
23,Festus Ezeli\ezelife01,25-236,C,GSW,,CLE,W,2015-06-14 *,0,3,0,0,,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,2,0,-0.1,-12.1
24,Draymond Green\greendr01,25-102,F,GSW,,CLE,W,2015-06-14 *,1,36,4,9,.444,3,6,.500,1,3,.333,7,10,.700,0,9,9,6,0,1,4,4,16,12.1,4.4
25,Andre Iguodala\iguodan01,31-137,G-F,GSW,,CLE,W,2015-06-14 *,1,42,5,11,.455,3,6,.500,2,5,.400,2,11,.182,1,7,8,7,3,0,0,2,14,14.6,7.5
26,LeBron James\jamesle01,30-166,F-G,CLE,@,GSW,L,2015-06-14 *,1,45,15,34,.441,12,26,.462,3,8,.375,7,9,.778,1,13,14,11,1,0,2,5,40,30.7,13.7
27,James Jones\jonesja02,34-253,F-G,CLE,@,GSW,L,2015-06-14 *,0,18,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,1,0,0,4,0,-1.0,-9.9
28,David Lee\leeda02,32-046,F,GSW,,CLE,W,2015-06-14 *,0,9,1,3,.333,1,3,.333,0,0,,0,0,,0,1,1,1,0,0,1,2,2,-0.5,-11.8
29,Shaun Livingston\livinsh01,29-276,G,GSW,,CLE,W,2015-06-14 *,0,21,1,3,.333,1,3,.333,0,0,,0,0,,0,2,2,3,0,0,2,2,2,0.2,-7.5
30,Mike Miller\millemi01,35-115,F-G,CLE,@,GSW,L,2015-06-14 *,0,14,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,1,2,3,0.9,-4.4
31,Timofey Mozgov\mozgoti01,28-333,C,CLE,@,GSW,L,2015-06-14 *,1,9,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,1,0,2,2,0,-2.5,-21.5
32,Iman Shumpert\shumpim01,24-353,G,CLE,@,GSW,L,2015-06-14 *,1,37,3,9,.333,0,3,.000,3,6,.500,1,2,.500,3,2,5,2,1,0,1,4,10,7.0,-0.8
33,J.R. Smith\smithjr01,29-278,G-F,CLE,@,GSW,L,2015-06-14 *,0,36,5,15,.333,1,1,1.000,4,14,.286,0,0,,1,6,7,2,1,2,1,3,14,9.6,2.7
34,Klay Thompson\thompkl01,25-126,G-F,GSW,,CLE,W,2015-06-14 *,1,40,5,14,.357,4,10,.400,1,4,.250,1,1,1.000,0,3,3,2,0,0,1,5,12,3.5,-7.4
35,Tristan Thompson\thomptr01,24-093,F-C,CLE,@,GSW,L,2015-06-14 *,1,40,6,11,.545,6,11,.545,0,0,,7,10,.700,5,5,10,0,2,2,1,4,19,18.3,3.6
36,Leandro Barbosa\barbole01,32-195,G,GSW,@,CLE,W,2015-06-11 *,0,7,1,3,.333,1,2,.500,0,1,.000,0,0,,0,0,0,1,0,0,0,1,2,0.6,-8.5
37,Harrison Barnes\barneha02,23-012,F,GSW,@,CLE,W,2015-06-11 *,1,33,4,9,.444,2,4,.500,2,5,.400,4,4,1.000,3,5,8,0,0,2,0,2,14,13.5,6.8
38,Andrew Bogut\bogutan01,30-195,C,GSW,@,CLE,W,2015-06-11 *,0,3,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,0,1,3,0,-1.2,-21.0
39,Stephen Curry\curryst01,27-089,G,GSW,@,CLE,W,2015-06-11 *,1,41,8,17,.471,4,10,.400,4,7,.571,2,2,1.000,0,2,2,7,1,0,4,1,22,15.4,3.9
40,Matthew Dellavedova\dellama01,24-276,G,CLE,,GSW,L,2015-06-11 *,1,33,3,14,.214,1,5,.200,2,9,.222,2,2,1.000,0,1,1,4,1,0,3,2,10,1.7,-5.0
41,Draymond Green\greendr01,25-099,F,GSW,@,CLE,W,2015-06-11 *,1,32,6,11,.545,5,8,.625,1,3,.333,4,7,.571,0,7,7,6,2,1,0,5,17,17.5,14.0
42,Joe Harris\harrijo01,23-278,G,CLE,,GSW,L,2015-06-11 *,0,3,0,0,,0,0,,0,0,,1,2,.500,0,0,0,0,0,0,0,0,1,0.6,-0.6
43,Justin Holiday\holidju01,26-067,F,GSW,@,CLE,W,2015-06-11 *,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-4.1
44,Andre Iguodala\iguodan01,31-134,G-F,GSW,@,CLE,W,2015-06-11 *,1,39,8,15,.533,4,6,.667,4,9,.444,2,2,1.000,1,7,8,0,1,0,1,4,22,15.9,5.5
45,LeBron James\jamesle01,30-163,F-G,CLE,,GSW,L,2015-06-11 *,1,41,7,22,.318,6,18,.333,1,4,.250,5,10,.500,2,10,12,8,0,0,2,5,20,11.4,3.1
46,James Jones\jonesja02,34-250,F-G,CLE,,GSW,L,2015-06-11 *,0,18,0,3,.000,0,2,.000,0,1,.000,0,0,,0,3,3,0,0,1,1,1,0,-1.9,-11.7
47,David Lee\leeda02,32-043,F,GSW,@,CLE,W,2015-06-11 *,0,15,3,7,.429,3,7,.429,0,0,,3,6,.500,0,5,5,3,0,0,0,1,9,7.3,6.0
48,Shaun Livingston\livinsh01,29-273,G,GSW,@,CLE,W,2015-06-11 *,0,25,2,4,.500,2,4,.500,0,0,,3,4,.750,1,7,8,4,1,1,1,3,7,9.7,7.4
49,James Michael McAdoo\mcadoja01,22-158,F,GSW,@,CLE,W,2015-06-11 *,0,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,4.1
50,Mike Miller\millemi01,35-112,F-G,CLE,,GSW,L,2015-06-11 *,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-6.0
51,Timofey Mozgov\mozgoti01,28-330,C,CLE,,GSW,L,2015-06-11 *,1,33,9,16,.563,9,16,.563,0,0,,10,12,.833,6,4,10,1,1,0,3,3,28,22.5,12.7
52,Kendrick Perkins\perkike01,30-213,C,CLE,,GSW,L,2015-06-11 *,0,3,0,2,.000,0,2,.000,0,0,,2,2,1.000,0,1,1,0,0,0,0,1,2,0.5,-9.0
53,Iman Shumpert\shumpim01,24-350,G,CLE,,GSW,L,2015-06-11 *,1,39,2,9,.222,1,4,.250,1,5,.200,0,0,,1,6,7,1,0,1,0,2,5,2.6,-4.1
54,J.R. Smith\smithjr01,29-275,G-F,CLE,,GSW,L,2015-06-11 *,0,28,2,12,.167,2,4,.500,0,8,.000,0,0,,1,1,2,2,0,0,0,4,4,-2.8,-12.6
55,Marreese Speights\speigma01,27-311,C-F,GSW,@,CLE,W,2015-06-11 *,0,2,0,2,.000,0,2,.000,0,0,,1,2,.500,1,1,2,0,0,0,0,1,1,-0.2,-41.8
56,Klay Thompson\thompkl01,25-123,G-F,GSW,@,CLE,W,2015-06-11 *,1,39,4,9,.444,3,4,.750,1,5,.200,0,0,,0,2,2,2,0,1,0,0,9,7.0,-1.0
57,Tristan Thompson\thomptr01,24-090,F-C,CLE,,GSW,L,2015-06-11 *,1,38,6,10,.600,6,10,.600,0,0,,0,0,,6,7,13,0,0,1,0,1,12,14.0,3.8
58,Leandro Barbosa\barbole01,32-193,G,GSW,@,CLE,L,2015-06-09 *,0,11,2,7,.286,2,7,.286,0,0,,0,0,,0,1,1,0,1,1,0,1,4,1.5,-1.9
59,Harrison Barnes\barneha02,23-010,F,GSW,@,CLE,L,2015-06-09 *,1,19,0,8,.000,0,7,.000,0,1,.000,0,0,,3,0,3,0,0,0,3,2,0,-7.3,-28.2
60,Andrew Bogut\bogutan01,30-193,C,GSW,@,CLE,L,2015-06-09 *,1,17,2,3,.667,2,3,.667,0,0,,0,0,,1,5,6,1,0,1,0,2,4,5.5,4.2
61,Stephen Curry\curryst01,27-087,G,GSW,@,CLE,L,2015-06-09 *,1,44,10,20,.500,3,7,.429,7,13,.538,0,0,,2,4,6,6,3,1,6,2,27,20.7,12.6
62,Matthew Dellavedova\dellama01,24-274,G,CLE,,GSW,W,2015-06-09 *,1,39,7,17,.412,5,11,.455,2,6,.333,4,5,.800,1,4,5,4,0,0,2,3,20,12.0,-1.3
63,Festus Ezeli\ezelife01,25-231,C,GSW,@,CLE,L,2015-06-09 *,0,18,2,6,.333,2,6,.333,0,0,,1,2,.500,3,4,7,1,0,2,2,1,5,4.2,-3.2
64,Draymond Green\greendr01,25-097,F,GSW,@,CLE,L,2015-06-09 *,1,30,2,10,.200,1,6,.167,1,4,.250,2,3,.667,3,4,7,3,1,0,1,4,7,4.2,-3.6
65,Andre Iguodala\iguodan01,31-132,G-F,GSW,@,CLE,L,2015-06-09 *,0,36,6,12,.500,4,4,1.000,2,8,.250,1,2,.500,1,4,5,5,0,1,0,1,15,14.3,8.2
66,LeBron James\jamesle01,30-161,F-G,CLE,,GSW,W,2015-06-09 *,1,46,14,34,.412,12,28,.429,2,6,.333,10,12,.833,1,11,12,8,4,2,4,1,40,31.6,13.6
67,James Jones\jonesja02,34-248,F-G,CLE,,GSW,W,2015-06-09 *,0,10,2,2,1.000,0,0,,2,2,1.000,1,1,1.000,0,1,1,0,0,0,1,3,7,4.5,9.7
68,David Lee\leeda02,32-041,F,GSW,@,CLE,L,2015-06-09 *,0,13,4,4,1.000,4,4,1.000,0,0,,3,5,.600,2,2,4,2,1,0,0,5,11,11.4,22.5
69,Shaun Livingston\livinsh01,29-271,G,GSW,@,CLE,L,2015-06-09 *,0,13,2,4,.500,2,3,.667,0,1,.000,0,0,,2,0,2,2,0,0,1,3,4,2.6,-3.0
70,Mike Miller\millemi01,35-110,F-G,CLE,,GSW,W,2015-06-09 *,0,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,1.0,7.9
71,Timofey Mozgov\mozgoti01,28-328,C,CLE,,GSW,W,2015-06-09 *,1,32,3,6,.500,3,6,.500,0,0,,0,0,,0,5,5,1,1,4,4,3,6,3.8,-3.8
72,Iman Shumpert\shumpim01,24-348,G,CLE,,GSW,W,2015-06-09 *,1,32,1,2,.500,0,0,,1,2,.500,0,2,.000,0,3,3,0,3,0,2,4,3,1.5,-2.8
73,J.R. Smith\smithjr01,29-273,G-F,CLE,,GSW,W,2015-06-09 *,0,32,4,9,.444,2,4,.500,2,5,.400,0,0,,0,4,4,1,0,2,0,1,10,8.2,2.9
74,Klay Thompson\thompkl01,25-121,G-F,GSW,@,CLE,L,2015-06-09 *,1,39,6,16,.375,4,9,.444,2,7,.286,0,0,,1,4,5,1,0,1,1,4,14,5.9,-3.7
75,Tristan Thompson\thomptr01,24-088,F-C,CLE,,GSW,W,2015-06-09 *,1,44,4,6,.667,4,6,.667,0,0,,2,4,.500,4,9,13,1,0,0,1,1,10,11.4,0.4
76,Leandro Barbosa\barbole01,32-191,G,GSW,,CLE,L,2015-06-07 *,0,6,2,2,1.000,1,1,1.000,1,1,1.000,0,0,,1,0,1,0,0,0,0,1,5,4.7,26.3
77,Harrison Barnes\barneha02,23-008,F,GSW,,CLE,L,2015-06-07 *,1,41,5,10,.500,5,6,.833,0,4,.000,1,1,1.000,4,2,6,0,1,0,0,5,11,8.4,0.4
78,Andrew Bogut\bogutan01,30-191,C,GSW,,CLE,L,2015-06-07 *,1,25,0,1,.000,0,1,.000,0,0,,2,4,.500,1,9,10,1,0,2,2,4,2,2.4,-2.7
79,Stephen Curry\curryst01,27-085,G,GSW,,CLE,L,2015-06-07 *,1,42,5,23,.217,3,8,.375,2,15,.133,7,8,.875,0,6,6,5,0,0,6,4,19,2.2,-9.7
80,Matthew Dellavedova\dellama01,24-272,G,CLE,@,GSW,W,2015-06-07 *,1,42,3,10,.300,2,4,.500,1,6,.167,2,2,1.000,1,4,5,1,3,0,6,3,9,1.6,-5.7
81,Festus Ezeli\ezelife01,25-229,C,GSW,,CLE,L,2015-06-07 *,0,6,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,3,2,-0.2,-10.6
82,Draymond Green\greendr01,25-095,F,GSW,,CLE,L,2015-06-07 *,1,43,2,7,.286,2,6,.333,0,1,.000,6,6,1.000,2,8,10,2,5,4,4,5,10,12.9,6.8
83,Andre Iguodala\iguodan01,31-130,G-F,GSW,,CLE,L,2015-06-07 *,0,36,3,5,.600,2,3,.667,1,2,.500,0,1,.000,2,4,6,5,1,0,4,5,7,5.4,0.4
84,LeBron James\jamesle01,30-159,F-G,CLE,@,GSW,W,2015-06-07 *,1,50,11,35,.314,8,29,.276,3,6,.500,14,18,.778,4,12,16,11,1,1,3,3,39,28.9,16.4
85,James Jones\jonesja02,34-246,F-G,CLE,@,GSW,W,2015-06-07 *,0,23,3,7,.429,1,3,.333,2,4,.500,0,0,,0,1,1,1,2,0,0,4,8,5.7,7.2
86,Shaun Livingston\livinsh01,29-269,G,GSW,,CLE,L,2015-06-07 *,0,14,1,2,.500,1,2,.500,0,0,,1,2,.500,0,1,1,1,1,0,2,0,3,1.6,-2.0
87,Mike Miller\millemi01,35-108,F-G,CLE,@,GSW,W,2015-06-07 *,0,6,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,0,0,1,0,-0.8,-11.4
88,Timofey Mozgov\mozgoti01,28-326,C,CLE,@,GSW,W,2015-06-07 *,1,29,5,8,.625,5,8,.625,0,0,,7,12,.583,2,9,11,0,0,0,2,1,17,13.1,6.0
89,Iman Shumpert\shumpim01,24-346,G,CLE,@,GSW,W,2015-06-07 *,1,36,2,11,.182,1,6,.167,1,5,.200,2,2,1.000,0,3,3,1,3,1,0,1,7,5.0,1.7
90,J.R. Smith\smithjr01,29-271,G-F,CLE,@,GSW,W,2015-06-07 *,0,38,5,13,.385,3,8,.375,2,5,.400,1,2,.500,0,4,4,0,1,0,2,6,13,3.3,-4.0
91,Marreese Speights\speigma01,27-307,C-F,GSW,,CLE,L,2015-06-07 *,0,5,0,3,.000,0,3,.000,0,0,,0,0,,0,0,0,0,1,0,0,0,0,-1.1,-14.5
92,Klay Thompson\thompkl01,25-119,G-F,GSW,,CLE,L,2015-06-07 *,1,46,14,28,.500,10,16,.625,4,12,.333,2,3,.667,0,5,5,2,2,1,0,4,34,23.6,13.4
93,Tristan Thompson\thomptr01,24-086,F-C,CLE,@,GSW,W,2015-06-07 *,1,39,0,5,.000,0,5,.000,0,0,,2,4,.500,7,7,14,0,1,1,0,5,2,4.4,-4.6
94,Leandro Barbosa\barbole01,32-188,G,GSW,,CLE,W,2015-06-04 *,0,9,1,4,.250,1,3,.333,0,1,.000,0,0,,0,3,3,1,0,0,2,0,2,-0.8,-20.0
95,Harrison Barnes\barneha02,23-005,F,GSW,,CLE,W,2015-06-04 *,1,39,4,9,.444,1,4,.250,3,5,.600,0,0,,2,4,6,1,1,0,0,2,11,9.8,3.1
96,Andrew Bogut\bogutan01,30-188,C,GSW,,CLE,W,2015-06-04 *,1,28,2,5,.400,2,5,.400,0,0,,0,0,,3,4,7,3,1,2,1,2,4,7.3,3.1
97,Stephen Curry\curryst01,27-082,G,GSW,,CLE,W,2015-06-04 *,1,43,10,20,.500,8,14,.571,2,6,.333,4,4,1.000,0,4,4,8,2,0,4,1,26,20.4,6.4
98,Matthew Dellavedova\dellama01,24-269,G,CLE,@,GSW,L,2015-06-04 *,0,9,0,0,,0,0,,0,0,,0,0,,1,0,1,3,0,0,0,1,0,2.4,3.7
99,Festus Ezeli\ezelife01,25-226,C,GSW,,CLE,W,2015-06-04 *,0,12,1,1,1.000,1,1,1.000,0,0,,3,4,.750,0,5,5,1,0,0,1,1,5,5.1,7.0
100,Draymond Green\greendr01,25-092,F,GSW,,CLE,W,2015-06-04 *,1,39,4,13,.308,4,10,.400,0,3,.000,4,4,1.000,2,4,6,3,2,0,1,5,12,8.2,-2.9
101,Andre Iguodala\iguodan01,31-127,G-F,GSW,,CLE,W,2015-06-04 *,0,32,6,8,.750,4,5,.800,2,3,.667,1,2,.500,0,3,3,2,1,1,1,2,15,13.6,10.0
102,Kyrie Irving\irvinky01,23-073,G,CLE,@,GSW,L,2015-06-04 *,1,44,10,22,.455,8,14,.571,2,8,.250,1,1,1.000,2,5,7,6,4,2,1,5,23,21.1,11.8
103,LeBron James\jamesle01,30-156,F-G,CLE,@,GSW,L,2015-06-04 *,1,46,18,38,.474,16,30,.533,2,8,.250,6,10,.600,0,8,8,6,0,0,4,2,44,24.8,7.6
104,James Jones\jonesja02,34-243,F-G,CLE,@,GSW,L,2015-06-04 *,0,17,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,1,1,0,1,4,0,-1.3,-10.8
105,Shaun Livingston\livinsh01,29-266,G,GSW,,CLE,W,2015-06-04 *,0,16,2,6,.333,2,6,.333,0,0,,0,0,,1,4,5,3,0,0,0,0,4,4.6,0.1
106,Timofey Mozgov\mozgoti01,28-323,C,CLE,@,GSW,L,2015-06-04 *,1,33,5,10,.500,5,10,.500,0,0,,6,8,.750,3,4,7,2,0,1,1,1,16,14.2,4.1
107,Iman Shumpert\shumpim01,24-343,G,CLE,@,GSW,L,2015-06-04 *,1,34,2,6,.333,0,2,.000,2,4,.500,0,0,,1,1,2,0,4,1,2,2,6,5.5,1.5
108,J.R. Smith\smithjr01,29-268,G-F,CLE,@,GSW,L,2015-06-04 *,0,34,3,13,.231,0,3,.000,3,10,.300,0,0,,0,4,4,0,0,0,0,2,9,1.5,-8.6
109,Marreese Speights\speigma01,27-304,C-F,GSW,,CLE,W,2015-06-04 *,0,9,4,8,.500,4,8,.500,0,0,,0,0,,2,1,3,1,0,0,1,2,8,4.6,-2.0
110,Klay Thompson\thompkl01,25-116,G-F,GSW,,CLE,W,2015-06-04 *,1,39,5,14,.357,2,5,.400,3,9,.333,8,8,1.000,1,5,6,1,1,2,1,1,21,17.1,7.3
111,Tristan Thompson\thomptr01,24-083,F-C,CLE,@,GSW,L,2015-06-04 *,1,47,1,4,.250,1,4,.250,0,0,,0,0,,6,9,15,1,1,1,2,3,2,5.7,-5.5
112,Trevor Ariza\arizatr01,29-331,F,HOU,@,GSW,L,2015-05-27 *,1,44,5,9,.556,4,6,.667,1,3,.333,4,4,1.000,2,4,6,4,2,0,1,5,15,15.1,6.7
113,Leandro Barbosa\barbole01,32-180,G,GSW,,HOU,W,2015-05-27 *,0,11,1,2,.500,1,1,1.000,0,1,.000,5,6,.833,0,2,2,1,0,0,0,4,7,5.3,5.0
114,Harrison Barnes\barneha02,22-362,F,GSW,,HOU,W,2015-05-27 *,1,35,10,20,.500,8,15,.533,2,5,.400,2,2,1.000,3,4,7,0,1,0,2,4,24,14.7,4.7
115,Andrew Bogut\bogutan01,30-180,C,GSW,,HOU,W,2015-05-27 *,1,19,0,1,.000,0,1,.000,0,0,,0,0,,5,9,14,1,0,2,1,2,0,5.8,2.4
116,Corey Brewer\breweco01,29-083,F-G,HOU,@,GSW,L,2015-05-27 *,0,24,5,10,.500,5,9,.556,0,1,.000,6,6,1.000,1,2,3,1,1,0,0,4,16,12.4,8.4
117,Clint Capela\capelca01,21-009,C,HOU,@,GSW,L,2015-05-27 *,0,3,0,0,,0,0,,0,0,,0,0,,1,0,1,0,1,0,0,1,0,1.3,9.7
118,Stephen Curry\curryst01,27-074,G,GSW,,HOU,W,2015-05-27 *,1,42,7,21,.333,4,10,.400,3,11,.273,9,12,.750,1,7,8,6,5,0,3,3,26,20.7,11.0
119,Festus Ezeli\ezelife01,25-218,C,GSW,,HOU,W,2015-05-27 *,0,28,5,7,.714,5,7,.714,0,0,,2,4,.500,5,4,9,1,0,1,3,3,12,10.2,2.3
120,Draymond Green\greendr01,25-084,F,GSW,,HOU,W,2015-05-27 *,1,34,3,15,.200,3,10,.300,0,5,.000,3,3,1.000,4,9,13,4,0,1,3,4,9,4.1,-5.3
121,James Harden\hardeja01,25-274,G,HOU,@,GSW,L,2015-05-27 *,1,43,2,11,.182,2,8,.250,0,3,.000,10,13,.769,2,4,6,5,3,0,12,5,14,1.0,-10.0
122,Dwight Howard\howardw01,29-170,C,HOU,@,GSW,L,2015-05-27 *,1,42,5,13,.385,5,13,.385,0,0,,8,13,.615,3,13,16,1,2,4,4,3,18,15.2,3.2
123,Andre Iguodala\iguodan01,31-119,G-F,GSW,,HOU,W,2015-05-27 *,0,30,3,8,.375,3,7,.429,0,1,.000,0,4,.000,1,3,4,6,3,0,2,3,6,5.6,2.5
124,Terrence Jones\joneste01,23-138,F,HOU,@,GSW,L,2015-05-27 *,0,17,0,3,.000,0,2,.000,0,1,.000,0,0,,0,1,1,0,1,0,0,1,0,-1.2,-8.1
125,David Lee\leeda02,32-028,F,GSW,,HOU,W,2015-05-27 *,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-4.3
126,Shaun Livingston\livinsh01,29-258,G,GSW,,HOU,W,2015-05-27 *,0,18,0,3,.000,0,3,.000,0,0,,0,0,,0,1,1,2,0,0,2,2,0,-3.2,-13.9
127,Pablo Prigioni\prigipa01,38-010,G,HOU,@,GSW,L,2015-05-27 *,0,7,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,1,1,0,1,2,0,-0.8,-8.7
128,Josh Smith\smithjo03,29-173,F,HOU,@,GSW,L,2015-05-27 *,1,21,3,14,.214,1,7,.143,2,7,.286,3,6,.500,1,3,4,1,0,2,0,2,11,4.1,0.2
129,Jason Terry\terryja01,37-254,G,HOU,@,GSW,L,2015-05-27 *,1,39,6,13,.462,4,5,.800,2,8,.250,2,2,1.000,0,2,2,3,1,0,2,3,16,9.8,2.1
130,Klay Thompson\thompkl01,25-108,G-F,GSW,,HOU,W,2015-05-27 *,1,22,8,14,.571,4,8,.500,4,6,.667,0,0,,0,1,1,4,1,0,0,5,20,15.5,21.3
131,Kent Bazemore\bazemke01,25-329,G-F,ATL,@,CLE,L,2015-05-26 *,1,35,4,11,.364,4,7,.571,0,4,.000,4,6,.667,0,8,8,3,0,0,0,1,12,9.2,-3.1
132,DeMarre Carroll\carrode01,28-303,F,ATL,@,CLE,L,2015-05-26 *,1,27,3,9,.333,2,4,.500,1,5,.200,0,2,.000,2,6,8,1,1,1,2,3,7,3.5,-7.4
133,Matthew Dellavedova\dellama01,24-260,G,CLE,,ATL,W,2015-05-26 *,0,17,3,6,.500,2,4,.500,1,2,.500,3,3,1.000,2,0,2,1,0,0,0,1,10,8.7,7.0
134,Joe Harris\harrijo01,23-262,G,CLE,,ATL,W,2015-05-26 *,0,6,2,2,1.000,1,1,1.000,1,1,1.000,2,2,1.000,0,1,1,1,0,0,0,1,7,7.0,33.1
135,Brendan Haywood\haywobr01,35-180,C,CLE,,ATL,W,2015-05-26 *,0,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-26.7
136,Al Horford\horfoal01,28-357,C-F,ATL,@,CLE,L,2015-05-26 *,1,29,1,6,.167,1,6,.167,0,0,,0,0,,1,1,2,5,0,1,0,1,2,3.0,-5.0
137,Kyrie Irving\irvinky01,23-064,G,CLE,,ATL,W,2015-05-26 *,1,22,6,11,.545,4,8,.500,2,3,.667,2,3,.667,1,3,4,5,1,1,1,1,16,15.7,16.5
