Rk,Player,Age,Pos,Tm,,Opp,,Date,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM
8067,Kobe Bryant\bryanko01,37-196,G-F,LAL,,GSW,W,2016-03-06,1,24,4,14,.286,4,9,.444,0,5,.000,4,4,1.000,0,2,2,3,0,0,3,2,12,2.7,-14.8
8068,Reggie Bullock\bullore01,24-356,G-F,DET,,POR,W,2016-03-06,0,26,3,3,1.000,0,0,,3,3,1.000,2,2,1.000,2,5,7,2,0,0,0,2,11,13.6,14.1
8069,Kentavious Caldwell-Pope\caldwke01,23-017,G,DET,,POR,W,2016-03-06,1,37,4,12,.333,3,9,.333,1,3,.333,7,8,.875,2,5,7,2,1,0,0,4,16,12.5,-0.8
8070,Isaiah Canaan\canaais01,24-290,G,PHI,@,MIA,L,2016-03-06,0,33,6,15,.400,2,3,.667,4,12,.333,1,1,1.000,1,2,3,4,0,0,0,5,17,11.0,1.5
8071,Clint Capela\capelca01,21-293,C,HOU,@,TOR,W,2016-03-06,0,10,1,2,.500,1,2,.500,0,0,,3,8,.375,2,1,3,1,0,2,0,1,5,5.4,2.6
8072,Vince Carter\cartevi01,39-040,G-F,MEM,,PHO,L,2016-03-06,0,23,1,5,.200,0,3,.000,1,2,.500,2,2,1.000,0,4,4,0,1,0,1,4,5,1.5,-10.1
8073,Mario Chalmers\chalmma01,29-292,G,MEM,,PHO,L,2016-03-06,0,29,4,13,.308,3,9,.333,1,4,.250,5,5,1.000,1,0,1,3,2,0,1,3,14,9.1,-1.8
8074,Tyson Chandler\chandty01,33-156,C,PHO,@,MEM,W,2016-03-06,1,33,8,11,.727,8,11,.727,0,0,,0,0,,2,8,10,0,0,0,1,1,16,13.9,0.0
8075,Ian Clark\clarkia01,24-365,G,GSW,@,LAL,L,2016-03-06,0,9,3,4,.750,1,2,.500,2,2,1.000,0,0,,0,1,1,1,0,0,1,3,8,5.2,10.6
8076,Jordan Clarkson\clarkjo01,23-273,G,LAL,,GSW,W,2016-03-06,1,37,10,21,.476,6,14,.429,4,7,.571,1,1,1.000,2,2,4,0,2,0,2,4,25,14.7,0.5
8077,Mike Conley\conlemi01,28-147,G,MEM,,PHO,L,2016-03-06,1,30,7,13,.538,4,8,.500,3,5,.600,5,6,.833,0,1,1,4,2,0,1,2,22,18.6,11.8
8078,Pat Connaughton\connapa01,23-060,G,POR,@,DET,L,2016-03-06,0,3,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-21.3
8079,Robert Covington\covinro01,25-083,F-C,PHI,@,MIA,L,2016-03-06,1,34,3,10,.300,2,6,.333,1,4,.250,2,3,.667,2,7,9,4,1,2,2,6,9,7.1,-2.9
8080,Allen Crabbe\crabbal01,23-332,G-F,POR,@,DET,L,2016-03-06,0,24,2,5,.400,2,5,.400,0,0,,2,2,1.000,0,1,1,2,1,0,0,1,6,5.6,-1.9
8081,Stephen Curry\curryst01,27-358,G,GSW,@,LAL,L,2016-03-06,1,34,6,20,.300,5,10,.500,1,10,.100,5,5,1.000,1,5,6,4,1,0,4,2,18,7.6,-6.6
8082,Ed Davis\davised01,26-275,F,POR,@,DET,L,2016-03-06,0,9,0,1,.000,0,1,.000,0,0,,0,0,,1,1,2,0,1,0,0,1,0,0.9,-6.3
8083,Luol Deng\denglu01,30-325,F,MIA,,PHI,W,2016-03-06,1,36,5,11,.455,4,7,.571,1,4,.250,1,2,.500,3,11,14,4,2,1,0,0,12,16.8,8.0
8084,DeMar DeRozan\derozde01,26-212,G-F,TOR,,HOU,L,2016-03-06,1,34,4,10,.400,4,9,.444,0,1,.000,11,14,.786,1,5,6,7,2,0,5,4,19,14.9,-1.3
8085,Goran Dragić\dragigo01,29-305,G,MIA,,PHI,W,2016-03-06,1,38,9,15,.600,6,11,.545,3,4,.750,2,2,1.000,1,7,8,5,0,0,3,4,23,17.8,3.4
8086,Andre Drummond\drumman01,22-209,C,DET,,POR,W,2016-03-06,1,27,7,11,.636,7,11,.636,0,0,,0,2,.000,4,14,18,1,1,1,1,4,14,15.1,4.5
8087,Kevin Durant\duranke01,27-159,F-G,OKC,@,MIL,W,2016-03-06,1,40,6,14,.429,2,5,.400,4,9,.444,16,18,.889,1,12,13,8,2,1,5,2,32,30.6,17.8
8088,Tyler Ennis\ennisty01,21-195,G,MIL,,OKC,L,2016-03-06,0,7,1,5,.200,1,4,.250,0,1,.000,1,2,.500,0,0,0,2,2,0,0,0,3,2.9,8.4
8089,Kenneth Faried\farieke01,26-108,F,DEN,,DAL,W,2016-03-06,1,36,11,18,.611,11,18,.611,0,0,,3,6,.500,11,9,20,1,1,1,0,2,25,27.6,9.8
8090,Raymond Felton\feltora01,31-254,G,DAL,@,DEN,L,2016-03-06,0,30,1,8,.125,1,4,.250,0,4,.000,1,2,.500,1,1,2,5,0,0,0,2,3,1.1,-11.4
8091,Randy Foye\foyera01,32-164,G,OKC,@,MIL,W,2016-03-06,0,15,0,4,.000,0,1,.000,0,3,.000,0,0,,1,0,1,2,0,0,1,3,0,-2.9,-15.3
8092,Archie Goodwin\goodwar01,21-202,G,PHO,@,MEM,W,2016-03-06,0,21,3,6,.500,2,3,.667,1,3,.333,1,4,.250,0,1,1,2,1,0,2,1,8,4.1,-5.8
8093,Jerami Grant\grantje01,21-360,F,PHI,@,MIA,L,2016-03-06,1,37,3,8,.375,3,7,.429,0,1,.000,0,0,,2,6,8,2,0,2,1,4,6,5.0,-5.9
8094,Draymond Green\greendr01,26-002,F,GSW,@,LAL,L,2016-03-06,1,33,2,7,.286,1,4,.250,1,3,.333,4,4,1.000,0,10,10,9,0,1,7,5,9,5.9,-4.7
8095,Gerald Green\greenge01,30-040,G-F,MIA,,PHI,W,2016-03-06,0,4,1,3,.333,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,0,2,0.3,-17.2
8096,JaMychal Green\greenja01,25-259,F,MEM,,PHO,L,2016-03-06,0,24,5,7,.714,5,6,.833,0,1,.000,7,10,.700,3,2,5,2,0,0,1,6,17,13.6,4.1
8097,P.J. Hairston\hairspj02,23-073,G-F,MEM,,PHO,L,2016-03-06,1,19,1,4,.250,1,3,.333,0,1,.000,0,0,,0,0,0,0,0,0,2,2,2,-3.2,-19.4
8098,James Harden\hardeja01,26-193,G,HOU,@,TOR,W,2016-03-06,1,43,11,20,.550,8,13,.615,3,7,.429,15,19,.789,0,5,5,14,1,0,1,4,40,38.5,17.2
8099,Maurice Harkless\harklma01,22-300,F-G,POR,@,DET,L,2016-03-06,0,21,3,5,.600,2,3,.667,1,2,.500,0,0,,0,3,3,0,1,0,0,4,7,5.0,-1.5
8100,Justin Harper\harpeju01,26-189,F,DET,,POR,W,2016-03-06,0,1,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,2.7,76.9
8101,Montrezl Harrell\harremo01,22-040,F-C,HOU,@,TOR,W,2016-03-06,0,4,0,1,.000,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,1,0,-0.4,-19.2
8102,Devin Harris\harride01,33-008,G,DAL,@,DEN,L,2016-03-06,0,19,1,4,.250,0,1,.000,1,3,.333,1,2,.500,2,2,4,3,0,1,0,0,4,6.0,2.6
8103,Gary Harris\harriga01,21-174,G,DEN,,DAL,W,2016-03-06,1,44,7,13,.538,6,10,.600,1,3,.333,1,1,1.000,1,2,3,3,2,0,2,0,16,13.1,0.9
8104,Tobias Harris\harrito02,23-235,F,DET,,POR,W,2016-03-06,1,39,7,12,.583,5,9,.556,2,3,.667,0,0,,0,5,5,5,2,0,4,4,16,11.8,2.3
8105,Gerald Henderson\hendege02,28-088,G,POR,@,DET,L,2016-03-06,0,22,3,7,.429,3,6,.500,0,1,.000,0,0,,0,5,5,0,1,0,2,2,6,2.0,-10.8
8106,Roy Hibbert\hibbero01,29-086,C,LAL,,GSW,W,2016-03-06,1,21,1,3,.333,1,3,.333,0,0,,0,0,,0,5,5,0,1,2,1,2,2,2.4,-3.9
8107,Darrun Hilliard\hillida01,22-328,G,DET,,POR,W,2016-03-06,0,7,2,3,.667,1,1,1.000,1,2,.500,0,0,,0,0,0,1,1,0,0,0,5,5.4,22.0
8108,Ryan Hollins\holliry01,31-148,C,MEM,,PHO,L,2016-03-06,0,12,0,3,.000,0,3,.000,0,0,,2,4,.500,2,0,2,0,0,1,0,3,2,0.0,-17.2
8109,Richaun Holmes\holmeri01,22-143,F-C,PHI,@,MIA,L,2016-03-06,0,15,2,6,.333,2,5,.400,0,1,.000,3,4,.750,1,0,1,0,1,3,1,0,7,6.0,2.5
8110,Dwight Howard\howardw01,30-089,C,HOU,@,TOR,W,2016-03-06,1,38,9,12,.750,9,12,.750,0,0,,3,4,.750,1,10,11,1,1,2,2,6,21,18.2,2.3
8111,Marcelo Huertas\huertma01,32-286,G,LAL,,GSW,W,2016-03-06,0,27,4,6,.667,4,5,.800,0,1,.000,2,2,1.000,0,2,2,9,1,1,1,2,10,14.2,7.6
8112,Serge Ibaka\ibakase01,26-170,F-C,OKC,@,MIL,W,2016-03-06,1,35,5,12,.417,4,8,.500,1,4,.250,2,4,.500,1,2,3,0,0,2,2,2,13,5.7,-4.2
8113,Reggie Jackson\jacksre01,25-325,G,DET,,POR,W,2016-03-06,1,34,11,19,.579,10,15,.667,1,4,.250,7,7,1.000,0,1,1,9,2,0,1,3,30,27.5,13.5
8114,John Jenkins\jenkijo01,25-000,G,PHO,@,MEM,W,2016-03-06,0,7,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,1,1,0,-0.7,-12.2
8115,James Johnson\johnsja01,29-015,F,TOR,,HOU,L,2016-03-06,1,27,3,6,.500,1,1,1.000,2,5,.400,0,0,,0,1,1,4,1,2,3,4,8,5.9,1.0
8116,Joe Johnson\johnsjo02,34-251,G-F,MIA,,PHI,W,2016-03-06,1,31,6,11,.545,4,9,.444,2,2,1.000,0,0,,2,3,5,1,1,0,2,3,14,9.5,-1.1
8117,Nikola Jokić\jokicni01,21-016,C-F,DEN,,DAL,W,2016-03-06,1,21,4,11,.364,4,9,.444,0,2,.000,5,5,1.000,2,10,12,3,2,1,3,4,13,11.5,6.2
8118,Cory Joseph\josepco01,24-199,G,TOR,,HOU,L,2016-03-06,0,25,3,8,.375,2,4,.500,1,4,.250,2,2,1.000,0,5,5,3,0,0,1,2,9,6.4,-5.6
8119,Chris Kaman\kamanch01,33-313,C,POR,@,DET,L,2016-03-06,0,3,1,1,1.000,0,0,,1,1,1.000,0,0,,0,1,1,1,0,0,0,0,3,3.7,47.7
8120,Enes Kanter\kanteen01,23-291,C,OKC,@,MIL,W,2016-03-06,0,20,7,9,.778,7,8,.875,0,1,.000,4,5,.800,4,8,12,0,0,1,2,1,18,17.6,13.7
8121,Carl Landry\landrca01,32-169,F,PHI,@,MIA,L,2016-03-06,1,26,8,16,.500,8,16,.500,0,0,,2,6,.333,5,2,7,0,1,0,0,3,18,12.3,-0.7
8122,Joffrey Lauvergne\lauvejo01,24-158,C-F,DEN,,DAL,W,2016-03-06,0,14,1,4,.250,1,4,.250,0,0,,0,0,,2,2,4,0,0,0,1,5,2,-1.4,-19.2
8123,David Lee\leeda02,32-312,F,DAL,@,DEN,L,2016-03-06,0,26,7,9,.778,7,9,.778,0,0,,4,4,1.000,3,9,12,3,0,4,1,3,18,22.0,16.5
8124,Alex Len\lenal01,22-264,C,PHO,@,MEM,W,2016-03-06,1,34,5,12,.417,5,12,.417,0,0,,9,13,.692,5,11,16,6,1,2,3,2,19,20.6,5.1
8125,Meyers Leonard\leoname01,24-008,C-F,POR,@,DET,L,2016-03-06,0,23,3,7,.429,2,3,.667,1,4,.250,3,3,1.000,1,3,4,1,1,0,2,4,10,6.0,-4.5
8126,Jon Leuer\leuerjo01,26-297,F,PHO,@,MEM,W,2016-03-06,0,12,1,1,1.000,1,1,1.000,0,0,,2,2,1.000,0,4,4,2,0,0,0,4,4,4.7,6.3
8127,Damian Lillard\lillada01,25-235,G,POR,@,DET,L,2016-03-06,1,35,8,22,.364,6,13,.462,2,9,.222,8,8,1.000,1,4,5,5,0,0,7,3,26,11.0,-9.4
8128,Shaun Livingston\livinsh01,30-177,G,GSW,@,LAL,L,2016-03-06,0,15,3,3,1.000,3,3,1.000,0,0,,2,2,1.000,3,0,3,3,0,0,2,2,8,8.5,7.0
8129,Kyle Lowry\lowryky01,29-347,G,TOR,,HOU,L,2016-03-06,1,38,5,10,.500,1,3,.333,4,7,.571,3,5,.600,1,3,4,9,3,0,3,3,17,17.9,6.3
8130,Jarell Martin\martija01,21-287,F,MEM,,PHO,L,2016-03-06,0,7,0,2,.000,0,2,.000,0,0,,0,0,,0,2,2,0,0,0,1,2,0,-2.6,-32.7
8131,Wesley Matthews\matthwe02,29-144,G,DAL,@,DEN,L,2016-03-06,1,41,3,13,.231,0,4,.000,3,9,.333,3,3,1.000,0,4,4,3,2,0,1,3,12,7.2,-4.9
8132,O.J. Mayo\mayooj01,28-122,G,MIL,,OKC,L,2016-03-06,1,24,0,3,.000,0,1,.000,0,2,.000,0,0,,0,0,0,0,3,0,1,5,0,-2.1,-12.7
8133,James Michael McAdoo\mcadoja01,23-062,F,GSW,@,LAL,L,2016-03-06,0,7,2,5,.400,2,5,.400,0,0,,3,3,1.000,2,0,2,2,0,0,0,0,7,7.1,20.4
8134,CJ McCollum\mccolcj01,24-169,G,POR,@,DET,L,2016-03-06,1,36,9,15,.600,7,11,.636,2,4,.500,2,2,1.000,0,2,2,5,2,0,1,3,22,19.0,6.1
8135,T.J. McConnell\mccontj01,23-347,G,PHI,@,MIA,L,2016-03-06,0,12,2,4,.500,2,4,.500,0,0,,0,0,,0,2,2,3,1,0,1,1,4,4.3,0.2
8136,Salah Mejri\mejrisa01,29-265,C,DAL,@,DEN,L,2016-03-06,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-23.4
8137,Khris Middleton\middlkh01,24-207,F-G,MIL,,OKC,L,2016-03-06,1,40,6,19,.316,4,13,.308,2,6,.333,4,4,1.000,1,4,5,3,5,0,2,5,18,12.1,-0.3
8138,Mike Miller\millemi01,36-016,F-G,DEN,,DAL,W,2016-03-06,0,9,1,2,.500,0,0,,1,2,.500,0,0,,0,0,0,2,1,0,0,1,3,4.0,14.6
8139,Greg Monroe\monrogr01,25-276,C-F,MIL,,OKC,L,2016-03-06,0,30,4,10,.400,4,10,.400,0,0,,1,2,.500,6,4,10,2,2,0,1,1,9,10.6,-2.1
8140,Marcus Morris\morrima03,26-186,F,DET,,POR,W,2016-03-06,1,34,5,14,.357,3,10,.300,2,4,.500,7,9,.778,1,2,3,0,0,0,2,1,19,9.3,-5.8
8141,Anthony Morrow\morroan01,30-161,G,OKC,@,MIL,W,2016-03-06,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-4.7
8142,Donatas Motiejūnas\motiedo01,25-168,F-C,HOU,@,TOR,W,2016-03-06,1,20,1,5,.200,1,3,.333,0,2,.000,2,4,.500,1,4,5,1,0,0,2,2,4,-0.1,-15.9
8143,Emmanuel Mudiay\mudiaem01,20-001,G,DEN,,DAL,W,2016-03-06,1,40,6,21,.286,3,14,.214,3,7,.429,1,2,.500,0,4,4,8,2,2,2,2,16,10.7,1.4
8144,Larry Nance\nancela02,23-065,F-C,LAL,,GSW,W,2016-03-06,0,19,2,2,1.000,2,2,1.000,0,0,,0,0,,1,1,2,1,2,0,0,2,4,6.3,6.0
8145,Dirk Nowitzki\nowitdi01,37-261,F,DAL,@,DEN,L,2016-03-06,1,35,11,18,.611,6,10,.600,5,8,.625,3,3,1.000,1,5,6,1,0,1,1,3,30,23.2,10.0
8146,Zaza Pachulia\pachuza01,32-025,C,DAL,@,DEN,L,2016-03-06,1,10,2,5,.400,2,5,.400,0,0,,0,0,,0,2,2,0,0,1,0,2,4,1.8,-9.9
8147,Jabari Parker\parkeja01,20-357,F,MIL,,OKC,L,2016-03-06,1,36,12,23,.522,12,21,.571,0,2,.000,2,3,.667,0,5,5,4,2,1,1,3,26,19.1,6.0
8148,Chandler Parsons\parsoch01,27-133,F,DAL,@,DEN,L,2016-03-06,1,39,4,12,.333,3,7,.429,1,5,.200,2,4,.500,0,11,11,5,0,0,2,3,11,7.0,-7.4
8149,Patrick Patterson\pattepa01,26-358,F,TOR,,HOU,L,2016-03-06,0,27,3,7,.429,1,1,1.000,2,6,.333,0,0,,1,3,4,2,0,0,0,2,8,6.5,-1.1
8150,Mason Plumlee\plumlma01,26-001,C-F,POR,@,DET,L,2016-03-06,1,17,0,0,,0,0,,0,0,,4,4,1.000,0,2,2,3,1,0,0,2,4,6.9,8.0
8151,Miles Plumlee\plumlmi01,27-187,C-F,MIL,,OKC,L,2016-03-06,1,18,1,2,.500,1,2,.500,0,0,,0,0,,3,2,5,0,0,1,1,1,2,3.0,-8.3
8152,Norman Powell\powelno01,22-286,G,TOR,,HOU,L,2016-03-06,0,3,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,0,0,0,0,1,0,0,2,1.7,8.4
8153,Phil Pressey\pressph01,25-018,G,PHO,@,MEM,W,2016-03-06,0,5,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,0.3,-6.4
8154,Ronnie Price\pricero01,32-259,G,PHO,@,MEM,W,2016-03-06,1,36,4,9,.444,1,2,.500,3,7,.429,0,0,,0,3,3,2,0,0,2,4,11,5.0,-7.0
8155,Julius Randle\randlju01,21-098,F-C,LAL,,GSW,W,2016-03-06,1,29,6,12,.500,6,12,.500,0,0,,0,0,,3,11,14,2,0,0,1,5,12,9.8,-3.2
8156,Zach Randolph\randoza01,34-234,F-C,MEM,,PHO,L,2016-03-06,1,31,3,10,.300,3,10,.300,0,0,,0,0,,1,7,8,3,0,0,0,1,6,4.7,-6.9
8157,Josh Richardson\richajo01,22-173,G,MIA,,PHI,W,2016-03-06,0,23,3,5,.600,2,4,.500,1,1,1.000,0,0,,0,0,0,1,0,0,1,2,7,3.6,-4.6
8158,Andre Roberson\roberan03,24-093,G-F,OKC,@,MIL,W,2016-03-06,1,10,1,2,.500,0,1,.000,1,1,1.000,0,0,,0,3,3,0,0,1,0,4,3,2.0,2.6
8159,Brian Roberts\roberbr01,30-094,G,POR,@,DET,L,2016-03-06,0,3,0,1,.000,0,0,,0,1,.000,1,2,.500,0,0,0,0,0,0,0,0,1,-0.1,-20.1
8160,Terrence Ross\rosste01,25-030,F-G,TOR,,HOU,L,2016-03-06,0,16,3,10,.300,2,5,.400,1,5,.200,2,2,1.000,0,2,2,1,1,0,0,1,9,5.1,-6.2
8161,Brandon Rush\rushbr01,30-243,G-F,GSW,@,LAL,L,2016-03-06,0,21,2,4,.500,2,3,.667,0,1,.000,1,2,.500,1,3,4,0,0,1,1,2,5,3.1,-6.4
8162,D'Angelo Russell\russeda01,20-012,G,LAL,,GSW,W,2016-03-06,1,32,6,14,.429,3,7,.429,3,7,.429,6,6,1.000,0,3,3,5,4,0,2,0,21,20.0,11.9
8163,JaKarr Sampson\sampsja02,22-352,G-F,DEN,,DAL,W,2016-03-06,1,23,3,7,.429,2,4,.500,1,3,.333,0,0,,0,4,4,2,0,1,2,2,7,3.8,-3.1
8164,Luis Scola\scolalu01,35-311,F,TOR,,HOU,L,2016-03-06,1,20,9,13,.692,7,9,.778,2,4,.500,1,2,.500,1,2,3,0,1,0,1,3,21,15.2,8.0
8165,Kyle Singler\singlky01,27-307,F,OKC,@,MIL,W,2016-03-06,0,23,3,7,.429,3,6,.500,0,1,.000,1,1,1.000,0,1,1,0,1,1,1,1,7,3.9,-1.6
8166,Ish Smith\smithis01,27-245,G,PHI,@,MIA,L,2016-03-06,1,38,8,12,.667,6,8,.750,2,4,.500,3,6,.500,0,4,4,5,1,0,3,0,21,17.3,4.0
8167,Marreese Speights\speigma01,28-215,C-F,GSW,@,LAL,L,2016-03-06,0,11,1,5,.200,1,5,.200,0,0,,0,0,,2,1,3,1,0,1,1,0,2,1.0,-10.4
8168,Lance Stephenson\stephla01,25-183,G-F,MEM,,PHO,L,2016-03-06,0,24,4,11,.364,3,8,.375,1,3,.333,4,4,1.000,1,4,5,2,1,0,1,0,13,10.2,1.8
8169,Amar'e Stoudemire\stoudam01,33-111,F-C,MIA,,PHI,W,2016-03-06,1,17,1,6,.167,1,6,.167,0,0,,0,0,,1,5,6,0,0,2,1,2,2,0.0,-14.9
8170,Mirza Teletović\teletmi01,30-170,F,PHO,@,MEM,W,2016-03-06,0,20,6,11,.545,2,4,.500,4,7,.571,2,2,1.000,0,1,1,0,0,0,0,2,18,12.2,7.8
8171,Jason Terry\terryja01,38-173,G,HOU,@,TOR,W,2016-03-06,0,15,0,3,.000,0,2,.000,0,1,.000,0,0,,0,0,0,2,1,0,0,0,0,0.3,-8.0
8172,Hollis Thompson\thompho01,24-338,G-F,PHI,@,MIA,L,2016-03-06,1,37,5,13,.385,1,4,.250,4,9,.444,2,2,1.000,1,3,4,0,0,0,2,1,16,8.1,-3.5
8173,Klay Thompson\thompkl01,26-027,G-F,GSW,@,LAL,L,2016-03-06,1,30,7,20,.350,7,12,.583,0,8,.000,1,1,1.000,1,3,4,2,2,0,1,0,15,7.8,-3.7
8174,Axel Toupane\toupaax01,23-227,G-F,DEN,,DAL,W,2016-03-06,0,13,0,4,.000,0,2,.000,0,2,.000,0,0,,0,1,1,1,0,0,0,2,0,-2.6,-17.7
8175,P.J. Tucker\tuckepj01,30-306,F,PHO,@,MEM,W,2016-03-06,1,31,2,4,.500,2,4,.500,0,0,,2,2,1.000,3,7,10,1,0,0,3,5,6,3.9,-8.1
8176,Jonas Valančiūnas\valanjo01,23-305,C,TOR,,HOU,L,2016-03-06,1,28,5,9,.556,5,9,.556,0,0,,2,2,1.000,2,8,10,0,0,3,1,3,12,11.4,-1.5
8177,Anderson Varejão\varejan01,33-160,F-C,GSW,@,LAL,L,2016-03-06,0,11,3,3,1.000,3,3,1.000,0,0,,0,2,.000,1,1,2,2,0,0,0,2,6,5.9,8.9
8178,Rashad Vaughn\vaughra01,19-203,G,MIL,,OKC,L,2016-03-06,0,11,0,4,.000,0,1,.000,0,3,.000,0,0,,0,0,0,0,0,0,0,2,0,-3.6,-25.4
8179,Charlie Villanueva\villach01,31-195,F,DAL,@,DEN,L,2016-03-06,0,2,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,1,0,0,0,0.3,-2.8
8180,Noah Vonleh\vonleno01,20-195,F,POR,@,DET,L,2016-03-06,1,13,1,2,.500,1,2,.500,0,0,,0,0,,0,3,3,1,0,0,0,0,2,2.6,-0.2
8181,Dwyane Wade\wadedw01,34-049,G,MIA,,PHI,W,2016-03-06,1,31,5,15,.333,5,15,.333,0,0,,13,14,.929,0,3,3,3,2,0,1,2,23,17.3,3.9
8182,Dion Waiters\waitedi01,24-087,G,OKC,@,MIL,W,2016-03-06,0,29,1,8,.125,1,5,.200,0,3,.000,0,0,,0,3,3,2,1,1,2,4,2,-2.8,-11.4
8183,Russell Westbrook\westbru01,27-115,G,OKC,@,MIL,W,2016-03-06,1,39,3,7,.429,2,4,.500,1,3,.333,8,11,.727,2,8,10,11,1,1,7,4,15,14.7,1.8
8184,Hassan Whiteside\whiteha01,26-267,C,MIA,,PHI,W,2016-03-06,0,31,4,11,.364,4,11,.364,0,0,,6,10,.600,5,8,13,1,0,7,2,3,14,14.6,1.1
8185,Deron Williams\willide01,31-254,G,DAL,@,DEN,L,2016-03-06,1,40,6,10,.600,3,6,.500,3,4,.750,2,2,1.000,0,3,3,5,3,0,4,2,17,15.0,2.2
8186,Justise Winslow\winslju01,19-346,F,MIA,,PHI,W,2016-03-06,0,30,2,4,.500,1,2,.500,1,2,.500,1,2,.500,1,1,2,1,2,0,2,2,6,4.5,-2.3
8187,Metta World Peace\artesro01,36-114,F,LAL,,GSW,W,2016-03-06,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,1.0,43.0
8188,Nick Young\youngni01,30-279,G-F,LAL,,GSW,W,2016-03-06,0,22,3,8,.375,1,3,.333,2,5,.400,5,5,1.000,0,2,2,2,1,0,1,5,13,8.6,1.1
8189,Quincy Acy\acyqu01,25-151,F-C,SAC,@,SAS,L,2016-03-05,1,31,7,7,1.000,5,5,1.000,2,2,1.000,0,0,,1,6,7,1,1,0,1,4,16,15.5,10.6
8190,Arron Afflalo\afflaar01,30-142,G-F,NYK,,DET,W,2016-03-05,1,42,9,12,.750,8,10,.800,1,2,.500,1,2,.500,0,7,7,3,0,0,1,1,20,17.6,5.5
8191,Cole Aldrich\aldrico01,27-126,C,LAC,,ATL,L,2016-03-05,0,12,1,2,.500,1,2,.500,0,0,,0,0,,3,3,6,0,1,2,1,2,2,4.6,0.5
8192,Lavoy Allen\allenla01,27-030,F-C,IND,@,WAS,W,2016-03-05,0,26,0,1,.000,0,1,.000,0,0,,2,2,1.000,1,4,5,0,0,0,0,5,2,1.2,-6.0
8193,Alan Anderson\anderal01,33-141,G-F,WAS,,IND,L,2016-03-05,0,24,3,6,.500,2,4,.500,1,2,.500,2,2,1.000,0,3,3,4,0,0,0,4,9,8.1,5.0
8194,Kyle Anderson\anderky01,22-167,F-G,SAS,,SAC,W,2016-03-05,0,28,2,3,.667,2,2,1.000,0,1,.000,0,0,,1,6,7,2,1,1,2,0,4,6.3,3.1
8195,Ryan Anderson\anderry01,27-304,F,NOP,,UTA,L,2016-03-05,0,22,4,10,.400,3,5,.600,1,5,.200,0,0,,0,2,2,2,1,0,1,0,9,5.6,-1.6
8196,Carmelo Anthony\anthoca01,31-281,F,NYK,,DET,W,2016-03-05,1,41,11,19,.579,10,15,.667,1,4,.250,1,2,.500,0,10,10,6,1,1,2,2,24,20.8,8.1
8197,Trevor Ariza\arizatr01,30-249,F,HOU,@,CHI,L,2016-03-05,1,40,4,13,.308,3,5,.600,1,8,.125,2,2,1.000,0,3,3,3,4,1,1,1,11,9.8,-0.1
8198,Ömer Aşık\asikom01,29-245,C,NOP,,UTA,L,2016-03-05,1,25,1,2,.500,1,2,.500,0,0,,2,2,1.000,2,4,6,1,0,1,0,2,4,6.2,-1.3
8199,Luke Babbitt\babbilu01,26-259,F,NOP,,UTA,L,2016-03-05,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-9.8
8200,Aron Baynes\baynear01,29-087,C,DET,@,NYK,L,2016-03-05,0,12,3,4,.750,3,4,.750,0,0,,0,0,,2,1,3,0,0,0,1,1,6,4.7,0.9
8201,Kent Bazemore\bazemke01,26-248,G-F,ATL,@,LAC,W,2016-03-05,1,31,5,11,.455,3,6,.500,2,5,.400,5,5,1.000,0,5,5,2,1,2,3,3,17,12.4,5.4
8202,Bradley Beal\bealbr01,22-251,G,WAS,,IND,L,2016-03-05,1,24,5,13,.385,3,9,.333,2,4,.500,0,0,,0,2,2,3,0,0,4,1,12,3.2,-6.4
8203,Michael Beasley\beaslmi01,27-056,F,HOU,@,CHI,L,2016-03-05,0,4,1,5,.200,1,5,.200,0,0,,0,0,,0,0,0,1,0,0,0,1,2,-0.8,-19.3
8204,Marco Belinelli\belinma01,29-346,G-F,SAC,@,SAS,L,2016-03-05,0,23,3,11,.273,2,8,.250,1,3,.333,0,0,,1,2,3,1,2,0,2,0,7,2.5,-5.5
8205,Patrick Beverley\beverpa01,27-237,G,HOU,@,CHI,L,2016-03-05,1,31,4,8,.500,2,4,.500,2,4,.500,0,0,,0,2,2,4,4,0,1,3,10,11.2,5.1
