Rk,Player,Age,Pos,Tm,,Opp,,Date,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM
13,J.R. Smith\smithjr01,30-284,G-F,CLE,@,GSW,W,2016-06-19 *,1,39,5,13,.385,3,5,.600,2,8,.250,0,0,,0,4,4,2,1,0,2,3,12,5.3,-2.7
14,Marreese Speights\speigma01,28-320,C-F,GSW,,CLE,L,2016-06-19 *,0,5,0,2,.000,0,1,.000,0,1,.000,0,0,,2,2,4,0,0,2,0,0,0,2.0,3.4
15,Klay Thompson\thompkl01,26-132,G-F,GSW,,CLE,L,2016-06-19 *,1,42,6,17,.353,4,7,.571,2,10,.200,0,0,,1,1,2,2,1,0,3,2,14,4.1,-6.1
16,Tristan Thompson\thomptr01,25-098,F-C,CLE,@,GSW,W,2016-06-19 *,1,32,3,3,1.000,3,3,1.000,0,0,,3,4,.750,0,3,3,0,0,2,0,4,9,8.4,3.4
17,Anderson Varejão\varejan01,33-265,F-C,GSW,,CLE,L,2016-06-19 *,0,8,0,1,.000,0,1,.000,0,0,,1,2,.500,0,0,0,1,0,0,0,3,1,-0.6,-9.5
18,Mo Williams\willima01,33-183,G,CLE,@,GSW,W,2016-06-19 *,0,5,1,3,.333,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,1,1,2,-1.1,-24.5
19,Leandro Barbosa\barbole01,33-201,G,GSW,@,CLE,L,2016-06-16 *,0,19,4,6,.667,2,3,.667,2,3,.667,4,5,.800,1,1,2,2,0,0,1,0,14,12.4,15.1
20,Harrison Barnes\barneha02,24-017,F,GSW,@,CLE,L,2016-06-16 *,1,16,0,8,.000,0,3,.000,0,5,.000,0,0,,0,2,2,0,0,1,0,2,0,-5.1,-22.7
21,Ian Clark\clarkia01,25-101,G,GSW,@,CLE,L,2016-06-16 *,0,3,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,1,0,0,0,0,3,3.4,38.8
22,Stephen Curry\curryst01,28-094,G,GSW,@,CLE,L,2016-06-16 *,1,35,8,20,.400,2,7,.286,6,13,.462,8,9,.889,0,2,2,1,1,0,4,6,30,14.7,4.0
23,Matthew Dellavedova\dellama01,25-282,G,CLE,,GSW,W,2016-06-16 *,0,2,1,2,.500,1,2,.500,0,0,,1,2,.500,0,0,0,1,0,0,0,0,3,2.3,6.6
24,Festus Ezeli\ezelife01,26-239,C,GSW,@,CLE,L,2016-06-16 *,0,15,2,5,.400,2,5,.400,0,0,,0,0,,3,1,4,1,0,0,1,3,4,2.2,-7.7
25,Draymond Green\greendr01,26-104,F,GSW,@,CLE,L,2016-06-16 *,1,41,3,7,.429,3,5,.600,0,2,.000,2,2,1.000,1,9,10,6,1,1,1,5,8,10.6,1.9
26,Andre Iguodala\iguodan01,32-140,G-F,GSW,@,CLE,L,2016-06-16 *,1,30,2,5,.400,1,2,.500,1,3,.333,0,2,.000,2,2,4,3,0,0,1,2,5,3.8,-2.6
27,Kyrie Irving\irvinky01,24-085,G,CLE,,GSW,W,2016-06-16 *,1,39,7,18,.389,5,13,.385,2,5,.400,7,7,1.000,1,3,4,3,2,2,3,2,23,16.5,-0.3
28,LeBron James\jamesle01,31-169,F-G,CLE,,GSW,W,2016-06-16 *,1,43,16,27,.593,13,21,.619,3,6,.500,6,8,.750,2,6,8,11,4,3,1,3,41,42.5,23.5
29,Richard Jefferson\jefferi01,35-361,F,CLE,,GSW,W,2016-06-16 *,0,32,1,3,.333,1,2,.500,0,1,.000,1,2,.500,2,4,6,1,2,0,1,3,3,4.0,-4.2
30,Dahntay Jones\jonesda02,35-172,G-F,CLE,,GSW,W,2016-06-16 *,0,5,1,1,1.000,1,1,1.000,0,0,,3,3,1.000,0,1,1,0,0,1,0,0,5,5.7,29.3
31,James Jones\jonesja02,35-256,F-G,CLE,,GSW,W,2016-06-16 *,0,2,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.1,-35.4
32,Shaun Livingston\livinsh01,30-279,G,GSW,@,CLE,L,2016-06-16 *,0,21,1,6,.167,1,6,.167,0,0,,1,2,.500,0,4,4,3,0,0,1,3,3,-0.1,-11.4
33,Kevin Love\loveke01,27-283,F,CLE,,GSW,W,2016-06-16 *,1,12,1,3,.333,0,1,.000,1,2,.500,4,6,.667,1,2,3,2,0,0,1,3,7,5.0,0.1
34,James Michael McAdoo\mcadoja01,23-164,F,GSW,@,CLE,L,2016-06-16 *,0,3,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2,2.0,11.5
35,Timofey Mozgov\mozgoti01,29-336,C,CLE,,GSW,W,2016-06-16 *,0,2,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,1,0,0,0,0,0.6,-1.1
36,Brandon Rush\rushbr01,30-345,G-F,GSW,@,CLE,L,2016-06-16 *,0,8,0,0,,0,0,,0,0,,1,2,.500,0,1,1,0,0,0,0,0,1,0.9,-2.7
37,Iman Shumpert\shumpim01,25-356,G,CLE,,GSW,W,2016-06-16 *,0,14,0,2,.000,0,0,,0,2,.000,0,0,,0,1,1,0,0,0,1,4,0,-3.7,-21.3
38,J.R. Smith\smithjr01,30-281,G-F,CLE,,GSW,W,2016-06-16 *,1,40,5,11,.455,1,1,1.000,4,10,.400,0,0,,0,4,4,3,3,1,0,5,14,13.3,4.4
39,Marreese Speights\speigma01,28-317,C-F,GSW,@,CLE,L,2016-06-16 *,0,2,2,2,1.000,0,0,,2,2,1.000,0,0,,0,1,1,0,0,0,0,0,6,5.7,95.6
40,Klay Thompson\thompkl01,26-129,G-F,GSW,@,CLE,L,2016-06-16 *,1,38,9,21,.429,6,11,.545,3,10,.300,4,7,.571,2,1,3,1,2,1,4,2,25,13.0,1.4
41,Tristan Thompson\thomptr01,25-095,F-C,CLE,,GSW,W,2016-06-16 *,1,43,6,6,1.000,6,6,1.000,0,0,,3,4,.750,2,14,16,3,0,0,3,4,15,15.9,2.4
42,Anderson Varejão\varejan01,33-262,F-C,GSW,@,CLE,L,2016-06-16 *,0,7,0,0,,0,0,,0,0,,0,0,,0,1,1,1,1,0,1,2,0,0.2,-0.8
43,Mo Williams\willima01,33-180,G,CLE,,GSW,W,2016-06-16 *,0,6,2,2,1.000,2,2,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,4,3.7,7.7
44,Leandro Barbosa\barbole01,33-198,G,GSW,,CLE,L,2016-06-13 *,0,10,1,3,.333,0,1,.000,1,2,.500,0,0,,0,0,0,0,0,0,2,3,3,-1.9,-17.3
45,Harrison Barnes\barneha02,24-014,F,GSW,,CLE,L,2016-06-13 *,1,38,2,14,.143,1,8,.125,1,6,.167,0,2,.000,1,4,5,1,1,1,0,1,5,-0.9,-9.1
46,Andrew Bogut\bogutan01,31-198,C,GSW,,CLE,L,2016-06-13 *,1,8,0,0,,0,0,,0,0,,0,0,,1,2,3,0,0,3,2,4,0,-0.2,-11.7
47,Stephen Curry\curryst01,28-091,G,GSW,,CLE,L,2016-06-13 *,1,40,8,21,.381,3,6,.500,5,15,.333,4,4,1.000,2,5,7,4,0,3,4,2,25,16.5,6.6
48,Matthew Dellavedova\dellama01,25-279,G,CLE,@,GSW,W,2016-06-13 *,0,3,0,2,.000,0,0,,0,2,.000,0,0,,0,0,0,0,0,0,2,3,0,-4.6,-71.2
49,Festus Ezeli\ezelife01,26-236,C,GSW,,CLE,L,2016-06-13 *,0,10,1,3,.333,1,3,.333,0,0,,0,0,,2,1,3,0,0,1,0,2,2,1.9,-5.7
50,Andre Iguodala\iguodan01,32-137,G-F,GSW,,CLE,L,2016-06-13 *,1,41,6,13,.462,5,9,.556,1,4,.250,2,2,1.000,4,7,11,6,2,0,3,0,15,16.4,5.5
51,Kyrie Irving\irvinky01,24-082,G,CLE,@,GSW,W,2016-06-13 *,1,40,17,24,.708,12,17,.706,5,7,.714,2,2,1.000,0,3,3,6,2,1,4,4,41,33.2,18.3
52,LeBron James\jamesle01,31-166,F-G,CLE,@,GSW,W,2016-06-13 *,1,43,16,30,.533,12,22,.545,4,8,.500,5,8,.625,4,12,16,7,3,3,2,1,41,39.2,21.5
53,Richard Jefferson\jefferi01,35-358,F,CLE,@,GSW,W,2016-06-13 *,0,14,4,6,.667,4,5,.800,0,1,.000,0,0,,0,1,1,0,3,0,3,1,8,5.3,3.5
54,Dahntay Jones\jonesda02,35-169,G-F,CLE,@,GSW,W,2016-06-13 *,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-12.5
55,James Jones\jonesja02,35-253,F-G,CLE,@,GSW,W,2016-06-13 *,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3.5
56,Shaun Livingston\livinsh01,30-276,G,GSW,,CLE,L,2016-06-13 *,0,21,3,7,.429,3,6,.500,0,1,.000,1,1,1.000,1,3,4,3,1,0,3,1,7,4.6,-3.1
57,Kevin Love\loveke01,27-280,F,CLE,@,GSW,W,2016-06-13 *,1,33,1,5,.200,1,2,.500,0,3,.000,0,0,,0,3,3,1,0,1,2,4,2,-2.4,-10.1
58,James Michael McAdoo\mcadoja01,23-161,F,GSW,,CLE,L,2016-06-13 *,0,8,0,0,,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,3,0,-0.6,-11.5
59,Timofey Mozgov\mozgoti01,29-333,C,CLE,@,GSW,W,2016-06-13 *,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-12.9
60,Brandon Rush\rushbr01,30-342,G-F,GSW,,CLE,L,2016-06-13 *,0,5,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,1,1,0,1,0,0.9,6.4
61,Iman Shumpert\shumpim01,25-353,G,CLE,@,GSW,W,2016-06-13 *,0,26,2,4,.500,2,3,.667,0,1,.000,0,0,,0,1,1,0,1,2,1,0,4,3.7,1.4
62,J.R. Smith\smithjr01,30-278,G-F,CLE,@,GSW,W,2016-06-13 *,1,31,3,9,.333,2,7,.286,1,2,.500,3,3,1.000,1,1,2,1,1,0,1,5,10,4.6,-4.5
63,Marreese Speights\speigma01,28-314,C-F,GSW,,CLE,L,2016-06-13 *,0,11,0,6,.000,0,3,.000,0,3,.000,0,0,,1,2,3,2,1,0,2,2,0,-3.3,-20.4
64,Klay Thompson\thompkl01,26-126,G-F,GSW,,CLE,L,2016-06-13 *,1,41,11,20,.550,5,9,.556,6,11,.545,9,9,1.000,0,3,3,1,0,0,1,2,37,27.2,13.9
65,Tristan Thompson\thomptr01,25-092,F-C,CLE,@,GSW,W,2016-06-13 *,1,42,1,3,.333,1,3,.333,0,0,,4,10,.400,3,12,15,0,1,2,0,1,6,9.6,0.7
66,Anderson Varejão\varejan01,33-259,F-C,GSW,,CLE,L,2016-06-13 *,0,9,0,0,,0,0,,0,0,,3,8,.375,1,0,1,1,0,0,0,0,3,2.4,1.2
67,Mo Williams\willima01,33-177,G,CLE,@,GSW,W,2016-06-13 *,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-1.4,-24.8
68,Harrison Barnes\barneha02,24-011,F,GSW,@,CLE,W,2016-06-10 *,1,40,5,11,.455,1,6,.167,4,5,.800,0,0,,3,5,8,2,1,0,0,1,14,13.9,5.7
69,Andrew Bogut\bogutan01,31-195,C,GSW,@,CLE,W,2016-06-10 *,1,10,0,0,,0,0,,0,0,,0,0,,1,0,1,1,0,1,0,1,0,1.7,1.6
70,Stephen Curry\curryst01,28-088,G,GSW,@,CLE,W,2016-06-10 *,1,40,11,25,.440,4,12,.333,7,13,.538,9,10,.900,3,2,5,6,2,0,3,3,38,29.2,17.1
71,Matthew Dellavedova\dellama01,25-276,G,CLE,,GSW,L,2016-06-10 *,0,5,0,1,.000,0,0,,0,1,.000,2,2,1.000,1,0,1,1,0,0,0,1,2,2.3,7.0
72,Festus Ezeli\ezelife01,26-233,C,GSW,@,CLE,W,2016-06-10 *,0,1,0,0,,0,0,,0,0,,0,2,.000,0,0,0,0,0,0,0,1,0,-1.2,-54.7
73,Channing Frye\fryech01,33-024,C-F,CLE,,GSW,L,2016-06-10 *,0,10,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,2,0,-1.2,-14.1
74,Draymond Green\greendr01,26-098,F,GSW,@,CLE,W,2016-06-10 *,1,42,2,9,.222,2,5,.400,0,4,.000,5,8,.625,1,11,12,4,2,3,3,4,9,8.6,-2.8
75,Andre Iguodala\iguodan01,32-134,G-F,GSW,@,CLE,W,2016-06-10 *,0,37,4,12,.333,2,7,.286,2,5,.400,0,0,,2,4,6,7,1,1,1,3,10,10.2,2.4
76,Kyrie Irving\irvinky01,24-079,G,CLE,,GSW,L,2016-06-10 *,1,43,14,28,.500,12,22,.545,2,6,.333,4,5,.800,1,3,4,4,3,1,1,2,34,25.9,14.1
77,LeBron James\jamesle01,31-163,F-G,CLE,,GSW,L,2016-06-10 *,1,46,11,21,.524,10,16,.625,1,5,.200,2,4,.500,4,9,13,9,2,3,7,4,25,21.2,9.6
78,Richard Jefferson\jefferi01,35-355,F,CLE,,GSW,L,2016-06-10 *,1,25,1,2,.500,1,2,.500,0,0,,1,2,.500,2,4,6,0,0,0,2,6,3,-0.2,-11.0
79,Dahntay Jones\jonesda02,35-166,G-F,CLE,,GSW,L,2016-06-10 *,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-5.1
80,Shaun Livingston\livinsh01,30-273,G,GSW,@,CLE,W,2016-06-10 *,0,19,3,8,.375,3,8,.375,0,0,,2,2,1.000,1,2,3,1,0,0,0,3,8,4.4,-7.7
81,Kevin Love\loveke01,27-277,F,CLE,,GSW,L,2016-06-10 *,0,25,3,6,.500,2,4,.500,1,2,.500,4,6,.667,1,4,5,0,0,1,0,1,11,9.4,4.7
82,James Michael McAdoo\mcadoja01,23-158,F,GSW,@,CLE,W,2016-06-10 *,0,7,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,1,0,0,0,2,2,1.9,2.5
83,Iman Shumpert\shumpim01,25-350,G,CLE,,GSW,L,2016-06-10 *,0,15,1,5,.200,1,2,.500,0,3,.000,0,0,,1,0,1,0,0,0,1,0,2,-1.4,-15.8
84,J.R. Smith\smithjr01,30-275,G-F,CLE,,GSW,L,2016-06-10 *,1,43,3,10,.300,1,2,.500,2,8,.250,2,2,1.000,0,2,2,1,0,0,0,5,10,3.5,-5.7
85,Marreese Speights\speigma01,28-311,C-F,GSW,@,CLE,W,2016-06-10 *,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-6.9
86,Klay Thompson\thompkl01,26-123,G-F,GSW,@,CLE,W,2016-06-10 *,1,39,7,14,.500,3,5,.600,4,9,.444,7,7,1.000,0,4,4,1,1,1,1,2,25,19.8,8.5
87,Tristan Thompson\thomptr01,25-089,F-C,CLE,,GSW,L,2016-06-10 *,1,29,5,7,.714,5,7,.714,0,0,,0,5,.000,6,1,7,0,0,1,0,3,10,9.1,-0.5
88,Anderson Varejão\varejan01,33-256,F-C,GSW,@,CLE,W,2016-06-10 *,0,4,0,1,.000,0,1,.000,0,0,,2,2,1.000,3,0,3,0,0,0,0,2,2,2.6,-5.2
89,Leandro Barbosa\barbole01,33-193,G,GSW,@,CLE,L,2016-06-08 *,0,17,2,5,.400,2,4,.500,0,1,.000,4,6,.667,0,0,0,2,2,1,0,3,8,7.4,9.2
90,Harrison Barnes\barneha02,24-009,F,GSW,@,CLE,L,2016-06-08 *,1,33,7,11,.636,5,6,.833,2,5,.400,2,3,.667,1,7,8,3,0,0,1,2,18,15.8,7.8
91,Andrew Bogut\bogutan01,31-193,C,GSW,@,CLE,L,2016-06-08 *,1,12,2,6,.333,2,5,.400,0,1,.000,0,0,,2,0,2,0,0,1,1,2,4,0.9,-13.5
92,Ian Clark\clarkia01,25-093,G,GSW,@,CLE,L,2016-06-08 *,0,6,1,3,.333,0,1,.000,1,2,.500,0,0,,0,0,0,0,0,0,1,1,3,-0.1,-12.0
93,Stephen Curry\curryst01,28-086,G,GSW,@,CLE,L,2016-06-08 *,1,31,6,13,.462,3,4,.750,3,9,.333,4,4,1.000,1,0,1,3,2,0,6,4,19,9.5,0.1
94,Matthew Dellavedova\dellama01,25-274,G,CLE,,GSW,W,2016-06-08 *,0,8,1,2,.500,1,2,.500,0,0,,0,0,,1,0,1,1,0,0,0,1,2,2.0,0.6
95,Festus Ezeli\ezelife01,26-231,C,GSW,@,CLE,L,2016-06-08 *,0,3,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-20.0
96,Channing Frye\fryech01,33-022,C-F,CLE,,GSW,W,2016-06-08 *,0,12,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,3,0,-0.5,-4.6
97,Draymond Green\greendr01,26-096,F,GSW,@,CLE,L,2016-06-08 *,1,36,2,8,.250,2,4,.500,0,4,.000,2,4,.500,1,6,7,7,0,1,2,4,6,4.9,-3.7
98,Andre Iguodala\iguodan01,32-132,G-F,GSW,@,CLE,L,2016-06-08 *,0,28,5,7,.714,4,5,.800,1,2,.500,0,0,,0,2,2,0,0,0,1,0,11,7.7,0.2
99,Kyrie Irving\irvinky01,24-077,G,CLE,,GSW,W,2016-06-08 *,1,37,12,25,.480,9,18,.500,3,7,.429,3,3,1.000,1,3,4,8,1,0,2,4,30,21.9,8.1
100,LeBron James\jamesle01,31-161,F-G,CLE,,GSW,W,2016-06-08 *,1,40,14,26,.538,13,24,.542,1,2,.500,3,5,.600,2,9,11,6,1,2,5,2,32,23.5,7.6
101,Richard Jefferson\jefferi01,35-353,F,CLE,,GSW,W,2016-06-08 *,1,33,4,7,.571,3,4,.750,1,3,.333,0,0,,3,5,8,2,2,0,1,3,9,10.5,6.0
102,Dahntay Jones\jonesda02,35-164,G-F,CLE,,GSW,W,2016-06-08 *,0,5,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-0.8,-14.8
103,James Jones\jonesja02,35-248,F-G,CLE,,GSW,W,2016-06-08 *,0,5,0,0,,0,0,,0,0,,1,2,.500,0,0,0,2,0,0,0,0,1,2.0,16.0
104,Shaun Livingston\livinsh01,30-271,G,GSW,@,CLE,L,2016-06-08 *,0,20,2,3,.667,2,3,.667,0,0,,1,2,.500,1,5,6,3,0,1,3,2,5,4.5,-1.9
105,Jordan McRae\mcraejo01,25-072,G,CLE,,GSW,W,2016-06-08 *,0,3,2,2,1.000,2,2,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,4,3.7,28.2
106,Timofey Mozgov\mozgoti01,29-328,C,CLE,,GSW,W,2016-06-08 *,0,7,1,2,.500,1,2,.500,0,0,,0,0,,1,1,2,0,1,0,2,4,2,-0.6,-19.0
107,Brandon Rush\rushbr01,30-337,G-F,GSW,@,CLE,L,2016-06-08 *,0,6,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-0.4,-11.2
108,Iman Shumpert\shumpim01,25-348,G,CLE,,GSW,W,2016-06-08 *,0,18,1,5,.200,0,3,.000,1,2,.500,0,0,,2,3,5,1,0,0,2,3,3,-0.3,-9.8
109,J.R. Smith\smithjr01,30-273,G-F,CLE,,GSW,W,2016-06-08 *,1,38,7,13,.538,2,3,.667,5,10,.500,1,2,.500,0,4,4,1,3,0,0,1,20,17.8,12.1
110,Marreese Speights\speigma01,28-309,C-F,GSW,@,CLE,L,2016-06-08 *,0,8,1,4,.250,0,2,.000,1,2,.500,2,2,1.000,0,1,1,0,0,0,0,1,5,2.5,-0.8
111,Klay Thompson\thompkl01,26-121,G-F,GSW,@,CLE,L,2016-06-08 *,1,31,4,13,.308,3,6,.500,1,7,.143,1,3,.333,1,1,2,1,1,0,2,1,10,2.0,-9.0
112,Tristan Thompson\thomptr01,25-087,F-C,CLE,,GSW,W,2016-06-08 *,1,31,5,6,.833,5,6,.833,0,0,,4,5,.800,7,6,13,2,0,0,0,2,14,18.7,11.3
113,Anderson Varejão\varejan01,33-254,F-C,GSW,@,CLE,L,2016-06-08 *,0,10,0,1,.000,0,1,.000,0,0,,1,2,.500,1,1,2,2,0,0,1,3,1,0.1,-7.3
114,Mo Williams\willima01,33-172,G,CLE,,GSW,W,2016-06-08 *,0,5,1,2,.500,0,1,.000,1,1,1.000,0,0,,0,2,2,0,0,0,1,1,3,1.2,-2.4
115,Leandro Barbosa\barbole01,33-190,G,GSW,,CLE,W,2016-06-05 *,0,18,5,7,.714,5,5,1.000,0,2,.000,0,0,,1,2,3,1,1,0,0,1,10,9.7,10.2
116,Harrison Barnes\barneha02,24-006,F,GSW,,CLE,W,2016-06-05 *,1,35,2,7,.286,2,5,.400,0,2,.000,1,2,.500,1,4,5,1,1,1,3,0,5,1.8,-5.0
117,Andrew Bogut\bogutan01,31-190,C,GSW,,CLE,W,2016-06-05 *,1,15,1,4,.250,1,4,.250,0,0,,0,0,,3,3,6,0,2,5,2,4,2,4.5,1.7
118,Ian Clark\clarkia01,25-090,G,GSW,,CLE,W,2016-06-05 *,0,8,3,4,.750,2,2,1.000,1,2,.500,0,0,,1,2,3,1,0,0,1,1,7,6.0,16.3
119,Stephen Curry\curryst01,28-083,G,GSW,,CLE,W,2016-06-05 *,1,25,7,11,.636,3,3,1.000,4,8,.500,0,0,,1,8,9,4,0,1,4,4,18,14.1,10.7
120,Matthew Dellavedova\dellama01,25-271,G,CLE,@,GSW,L,2016-06-05 *,0,17,2,9,.222,1,7,.143,1,2,.500,2,2,1.000,0,1,1,2,0,0,0,1,7,2.8,-4.2
121,Festus Ezeli\ezelife01,26-228,C,GSW,,CLE,W,2016-06-05 *,0,11,2,3,.667,2,3,.667,0,0,,2,2,1.000,1,1,2,1,0,0,1,1,6,5.0,5.2
122,Channing Frye\fryech01,33-019,C-F,CLE,@,GSW,L,2016-06-05 *,0,4,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,1,0,0,0,0.3,-3.3
123,Draymond Green\greendr01,26-093,F,GSW,,CLE,W,2016-06-05 *,1,34,11,20,.550,6,12,.500,5,8,.625,1,1,1.000,1,6,7,5,1,0,1,2,28,23.6,15.9
124,Andre Iguodala\iguodan01,32-129,G-F,GSW,,CLE,W,2016-06-05 *,0,28,3,6,.500,3,4,.750,0,2,.000,1,3,.333,3,2,5,3,0,1,2,1,7,6.3,0.7
125,Kyrie Irving\irvinky01,24-074,G,CLE,@,GSW,L,2016-06-05 *,1,33,5,14,.357,5,11,.455,0,3,.000,0,0,,1,2,3,1,3,0,3,1,10,3.8,-5.9
126,LeBron James\jamesle01,31-158,F-G,CLE,@,GSW,L,2016-06-05 *,1,34,7,17,.412,6,12,.500,1,5,.200,4,4,1.000,0,8,8,9,4,1,7,3,19,15.1,9.3
127,Richard Jefferson\jefferi01,35-350,F,CLE,@,GSW,L,2016-06-05 *,0,26,4,6,.667,4,6,.667,0,0,,4,6,.667,2,3,5,0,1,1,1,2,12,10.8,5.3
128,Dahntay Jones\jonesda02,35-161,G-F,CLE,@,GSW,L,2016-06-05 *,0,5,1,2,.500,1,2,.500,0,0,,1,2,.500,0,0,0,0,0,0,0,0,3,1.6,0.9
129,James Jones\jonesja02,35-245,F-G,CLE,@,GSW,L,2016-06-05 *,0,9,0,0,,0,0,,0,0,,0,2,.000,0,2,2,0,0,0,0,1,0,-0.6,-12.2
130,Shaun Livingston\livinsh01,30-268,G,GSW,,CLE,W,2016-06-05 *,0,24,3,4,.750,3,4,.750,0,0,,1,1,1.000,0,2,2,5,0,1,1,2,7,8.4,7.6
131,Kevin Love\loveke01,27-272,F,CLE,@,GSW,L,2016-06-05 *,1,21,2,7,.286,1,3,.333,1,4,.250,0,0,,0,3,3,0,1,0,1,0,5,1.8,-6.3
132,Timofey Mozgov\mozgoti01,29-325,C,CLE,@,GSW,L,2016-06-05 *,0,12,1,3,.333,1,3,.333,0,0,,3,4,.750,2,1,3,0,1,0,2,3,5,2.4,-8.7
133,Brandon Rush\rushbr01,30-334,G-F,GSW,,CLE,W,2016-06-05 *,0,7,0,0,,0,0,,0,0,,0,0,,0,2,2,0,0,0,1,1,0,-0.8,-8.6
134,Iman Shumpert\shumpim01,25-345,G,CLE,@,GSW,L,2016-06-05 *,0,20,1,3,.333,0,0,,1,3,.333,0,0,,0,1,1,0,0,0,1,1,3,0.2,-8.3
135,J.R. Smith\smithjr01,30-270,G-F,CLE,@,GSW,L,2016-06-05 *,1,33,2,6,.333,1,2,.500,1,4,.250,0,2,.000,1,1,2,2,2,0,1,3,5,3.0,-4.4
136,Marreese Speights\speigma01,28-306,C-F,GSW,,CLE,W,2016-06-05 *,0,5,1,2,.500,0,1,.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,2,3,1.2,1.6
137,Klay Thompson\thompkl01,26-118,G-F,GSW,,CLE,W,2016-06-05 *,1,31,6,13,.462,2,5,.400,4,8,.500,1,1,1.000,0,2,2,5,2,0,4,1,17,12.0,7.0
