Rk,Player,Age,Pos,Tm,,Opp,,Date,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM
5321,Domantas Sabonis\sabondo01,20-323,F-C,OKC,,PHI,W,2017-03-22,0,18,1,5,.200,1,5,.200,0,0,,1,2,.500,1,5,6,2,1,0,2,4,3,0.5,-11.7
5322,Dario Šarić\saricda01,22-348,F,PHI,@,OKC,L,2017-03-22,1,26,4,14,.286,3,11,.273,1,3,.333,3,3,1.000,1,1,2,2,1,3,3,1,12,5.9,-5.8
5323,Dennis Schröder\schrode01,23-188,G,ATL,@,WAS,L,2017-03-22,1,34,5,16,.313,5,13,.385,0,3,.000,8,8,1.000,0,2,2,6,0,1,10,4,18,2.7,-14.2
5324,Thabo Sefolosha\sefolth01,32-324,G-F,ATL,@,WAS,L,2017-03-22,1,31,4,8,.500,2,6,.333,2,2,1.000,0,0,,2,3,5,2,3,0,1,0,10,11.7,6.5
5325,Iman Shumpert\shumpim01,26-269,G,CLE,@,DEN,L,2017-03-22,0,17,2,2,1.000,1,1,1.000,1,1,1.000,0,0,,0,3,3,2,0,1,2,0,5,5.4,2.7
5326,Marcus Smart\smartma01,23-016,G,BOS,,IND,W,2017-03-22,0,23,3,7,.429,1,3,.333,2,4,.500,1,1,1.000,0,2,2,1,1,0,3,3,9,3.4,-6.1
5327,Ish Smith\smithis01,28-260,G,DET,@,CHI,L,2017-03-22,1,25,4,10,.400,3,9,.333,1,1,1.000,0,0,,0,1,1,7,3,0,2,4,9,8.2,3.5
5328,J.R. Smith\smithjr01,31-194,G-F,CLE,@,DEN,L,2017-03-22,1,21,1,7,.143,0,1,.000,1,6,.167,0,0,,0,2,2,3,2,0,0,0,3,3.2,-5.5
5329,Jason Smith\smithja02,31-020,F-C,WAS,,ATL,W,2017-03-22,0,15,3,7,.429,2,4,.500,1,3,.333,1,1,1.000,0,3,3,1,0,2,1,2,8,5.5,3.4
5330,Tony Snell\snellto01,25-132,G-F,MIL,@,SAC,W,2017-03-22,1,24,1,3,.333,0,0,,1,3,.333,0,0,,0,1,1,2,0,0,1,0,3,2.0,-7.0
5331,Nik Stauskas\stausni01,23-166,G,PHI,@,OKC,L,2017-03-22,0,30,7,12,.583,2,4,.500,5,8,.625,1,1,1.000,0,0,0,1,0,0,1,1,20,13.7,5.2
5332,Jeff Teague\teaguje01,28-285,G,IND,@,BOS,L,2017-03-22,1,35,10,15,.667,7,9,.778,3,6,.500,2,2,1.000,0,2,2,7,1,0,2,4,25,21.4,8.4
5333,Mirza Teletović\teletmi01,31-185,F,MIL,@,SAC,W,2017-03-22,0,20,5,10,.500,2,2,1.000,3,8,.375,0,0,,0,4,4,2,0,0,1,2,13,8.8,-0.3
5334,Garrett Temple\templga01,30-318,G,SAC,,MIL,L,2017-03-22,0,24,5,7,.714,3,3,1.000,2,4,.500,0,0,,0,3,3,3,1,0,1,2,12,11.3,6.1
5335,Jason Terry\terryja01,39-188,G,MIL,@,SAC,W,2017-03-22,0,22,3,5,.600,0,0,,3,5,.600,0,0,,1,3,4,3,2,0,1,0,9,11.4,11.8
5336,Isaiah Thomas\thomais02,28-043,G,BOS,,IND,W,2017-03-22,1,33,9,21,.429,5,11,.455,4,10,.400,3,3,1.000,0,0,0,5,1,1,2,4,25,15.5,3.8
5337,Lance Thomas\thomala01,28-332,F,NYK,@,UTA,L,2017-03-22,1,32,2,7,.286,2,6,.333,0,1,.000,0,0,,2,6,8,2,0,0,0,3,4,3.3,-5.7
5338,Tristan Thompson\thomptr01,26-009,F-C,CLE,@,DEN,L,2017-03-22,1,27,3,4,.750,3,4,.750,0,0,,0,0,,2,2,4,2,0,1,0,0,6,8.5,0.6
5339,Anthony Tolliver\tollian01,31-294,F-C,SAC,,MIL,L,2017-03-22,0,15,1,4,.250,0,0,,1,4,.250,0,0,,0,0,0,2,1,0,1,1,3,1.6,-5.2
5340,Myles Turner\turnemy01,20-363,C-F,IND,@,BOS,L,2017-03-22,1,29,3,7,.429,2,6,.333,1,1,1.000,0,2,.000,2,7,9,4,2,2,1,4,7,9.6,2.6
5341,Beno Udrih\udrihbe01,34-260,G,DET,@,CHI,L,2017-03-22,0,3,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,-11.0
5342,Denzel Valentine\valende01,23-126,G,CHI,,DET,W,2017-03-22,0,22,3,9,.333,1,5,.200,2,4,.500,0,0,,1,3,4,2,1,0,3,3,8,2.7,-11.6
5343,Rashad Vaughn\vaughra01,20-218,G,MIL,@,SAC,W,2017-03-22,0,2,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,2,1.7,2.0
5344,Nikola Vučević\vucevni01,26-149,C,ORL,,CHO,L,2017-03-22,1,30,6,12,.500,6,10,.600,0,2,.000,2,2,1.000,2,10,12,8,1,3,1,2,14,19.3,14.4
5345,Kemba Walker\walkeke02,26-318,G,CHO,@,ORL,W,2017-03-22,1,33,8,21,.381,7,14,.500,1,7,.143,5,6,.833,0,3,3,7,0,0,1,1,22,14.5,-2.2
5346,John Wall\walljo01,26-197,G,WAS,,ATL,W,2017-03-22,1,34,6,21,.286,5,15,.333,1,6,.167,9,12,.750,0,2,2,10,4,2,4,3,22,16.3,7.9
5347,Taurean Waller-Prince\princta02,23-000,F,ATL,@,WAS,L,2017-03-22,0,28,3,8,.375,2,4,.500,1,4,.250,0,0,,1,3,4,2,1,1,1,2,7,5.5,-1.4
5348,C.J. Watson\watsocj01,32-339,G,ORL,,CHO,L,2017-03-22,0,15,2,5,.400,2,2,1.000,0,3,.000,0,0,,1,0,1,1,0,0,0,2,4,1.9,-10.3
5349,Briante Weber\weberbr01,24-083,G,CHO,@,ORL,W,2017-03-22,0,15,2,3,.667,2,3,.667,0,0,,0,0,,2,0,2,2,1,0,0,2,4,5.7,3.8
5350,Russell Westbrook\westbru01,28-130,G,OKC,,PHI,W,2017-03-22,1,28,6,6,1.000,6,6,1.000,0,0,,6,6,1.000,0,11,11,14,0,2,5,1,18,25.3,20.9
5351,Deron Williams\willide01,32-269,G,CLE,@,DEN,L,2017-03-22,0,20,8,10,.800,6,6,1.000,2,4,.500,1,1,1.000,1,3,4,2,0,1,0,1,19,18.5,17.6
5352,Derrick Williams\willide02,25-301,F,CLE,@,DEN,L,2017-03-22,0,7,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,2,1.0,-10.0
5353,Marvin Williams\willima02,30-276,F,CHO,@,ORL,W,2017-03-22,1,33,3,7,.429,2,4,.500,1,3,.333,0,0,,1,9,10,2,0,0,0,1,7,7.7,-3.1
5354,Jeff Withey\witheje01,27-015,C,UTA,,NYK,W,2017-03-22,0,10,2,3,.667,2,3,.667,0,0,,2,2,1.000,3,0,3,0,1,2,0,1,6,8.8,19.2
5355,Thaddeus Young\youngth01,28-274,F,IND,@,BOS,L,2017-03-22,1,25,4,7,.571,4,6,.667,0,1,.000,0,0,,1,3,4,1,2,2,0,0,8,10.4,5.6
5356,Cody Zeller\zelleco01,24-168,C-F,CHO,@,ORL,W,2017-03-22,1,29,7,10,.700,7,10,.700,0,0,,1,1,1.000,4,2,6,2,3,0,2,4,15,15.0,4.0
5357,Tyler Zeller\zellety01,27-064,F-C,BOS,,IND,W,2017-03-22,0,10,3,5,.600,3,5,.600,0,0,,0,1,.000,0,3,3,2,0,1,0,2,6,5.5,8.9
5358,Paul Zipser\zipsepa01,23-032,G-F,CHI,,DET,W,2017-03-22,1,29,6,9,.667,5,7,.714,1,2,.500,2,3,.667,1,3,4,2,1,0,1,3,15,12.5,1.2
5359,Quincy Acy\acyqu01,26-166,F-C,BRK,,DET,W,2017-03-21,0,23,2,4,.500,1,2,.500,1,2,.500,2,2,1.000,1,3,4,1,0,0,0,2,7,6.5,-0.1
5360,Alexis Ajinça\ajincal01,28-319,C-F,NOP,,MEM,W,2017-03-21,0,14,0,3,.000,0,3,.000,0,0,,0,0,,3,7,10,0,0,0,0,1,0,1.7,-6.1
5361,Cole Aldrich\aldrico01,28-141,C,MIN,,SAS,L,2017-03-21,0,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-2.1,-58.1
5362,LaMarcus Aldridge\aldrila01,31-245,F-C,SAS,@,MIN,W,2017-03-21,1,38,12,24,.500,12,24,.500,0,0,,2,2,1.000,3,1,4,3,2,2,2,3,26,18.7,2.1
5363,Al-Farouq Aminu\aminual01,26-181,F,POR,,MIL,L,2017-03-21,0,19,0,4,.000,0,3,.000,0,1,.000,2,6,.333,1,6,7,1,0,1,2,1,2,-0.9,-12.5
5364,Kyle Anderson\anderky01,23-182,F-G,SAS,@,MIN,W,2017-03-21,0,4,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-0.1,-8.6
5365,Giannis Antetokounmpo\antetgi01,22-105,F-G,MIL,@,POR,W,2017-03-21,1,36,8,21,.381,8,20,.400,0,1,.000,6,7,.857,1,7,8,3,0,2,1,4,22,13.8,2.6
5366,Luke Babbitt\babbilu01,27-274,F,MIA,,PHO,W,2017-03-21,1,16,1,4,.250,0,0,,1,4,.250,0,0,,0,5,5,0,1,0,1,2,3,1.3,-6.1
5367,Leandro Barbosa\barbole01,34-113,G,PHO,@,MIA,L,2017-03-21,0,18,4,7,.571,3,5,.600,1,2,.500,4,4,1.000,0,1,1,1,0,0,1,2,13,8.9,6.7
5368,J.J. Barea\bareajo01,32-268,G,DAL,,GSW,L,2017-03-21,0,17,1,7,.143,0,4,.000,1,3,.333,0,0,,1,2,3,6,0,0,1,0,3,3.0,-6.1
5369,Harrison Barnes\barneha02,24-295,F,DAL,,GSW,L,2017-03-21,1,34,2,10,.200,2,9,.222,0,1,.000,1,2,.500,1,3,4,2,1,0,0,2,5,1.6,-10.3
5370,Matt Barnes\barnema02,37-012,F,GSW,@,DAL,W,2017-03-21,0,23,2,4,.500,0,2,.000,2,2,1.000,0,0,,0,5,5,5,0,0,3,1,6,5.6,3.4
5371,Brandon Bass\bassbr01,31-325,F,LAC,@,LAL,W,2017-03-21,0,15,3,6,.500,3,6,.500,0,0,,4,4,1.000,0,2,2,0,1,1,2,3,10,6.1,-4.5
5372,Aron Baynes\baynear01,30-102,C,DET,@,BRK,L,2017-03-21,0,17,0,0,,0,0,,0,0,,0,0,,0,6,6,2,0,0,1,3,0,1.0,-6.8
5373,Dāvis Bertāns\bertada01,24-129,F,SAS,@,MIN,W,2017-03-21,0,6,0,1,.000,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,1,0,0,-1.0,-18.7
5374,Tarik Black\blackta01,25-119,C-F,LAL,,LAC,L,2017-03-21,0,8,0,3,.000,0,3,.000,0,0,,0,0,,3,0,3,0,0,0,1,1,0,-1.4,-29.5
5375,Devin Booker\bookede01,20-142,G,PHO,@,MIA,L,2017-03-21,1,34,4,16,.250,4,12,.333,0,4,.000,3,4,.750,2,2,4,5,1,0,7,3,11,-0.7,-12.1
5376,Trevor Booker\booketr01,29-116,F,BRK,,DET,W,2017-03-21,0,14,1,4,.250,1,4,.250,0,0,,0,0,,1,4,5,2,0,0,2,0,2,0.9,-10.0
5377,Corey Brewer\breweco01,31-016,F-G,LAL,,LAC,L,2017-03-21,0,12,1,5,.200,1,4,.250,0,1,.000,0,2,.000,1,0,1,1,0,1,0,1,2,-0.2,-14.8
5378,Malcolm Brogdon\brogdma01,24-100,G,MIL,@,POR,W,2017-03-21,1,26,4,6,.667,4,4,1.000,0,2,.000,0,0,,1,6,7,4,1,0,1,3,8,9.5,3.2
5379,Nicolás Brussino\brussni01,24-019,G-F,DAL,,GSW,L,2017-03-21,0,5,1,4,.250,1,3,.333,0,1,.000,0,0,,2,2,4,0,0,1,0,0,2,2.3,1.2
5380,Reggie Bullock\bullore01,26-005,G-F,DET,@,BRK,L,2017-03-21,0,13,1,3,.333,1,2,.500,0,1,.000,0,0,,1,0,1,0,1,0,0,0,2,2.0,-5.1
5381,Jimmy Butler\butleji01,27-188,F-G,CHI,@,TOR,L,2017-03-21,1,44,11,21,.524,8,14,.571,3,7,.429,12,14,.857,2,8,10,6,1,2,0,1,37,35.9,13.5
5382,Kentavious Caldwell-Pope\caldwke01,24-031,G,DET,@,BRK,L,2017-03-21,1,35,7,17,.412,4,9,.444,3,8,.375,2,2,1.000,0,4,4,3,0,0,1,1,19,11.8,-1.3
5383,DeMarre Carroll\carrode01,30-237,F,TOR,,CHI,W,2017-03-21,1,17,2,5,.400,0,1,.000,2,4,.500,2,2,1.000,0,1,1,3,1,1,0,3,8,8.2,13.2
5384,Vince Carter\cartevi01,40-054,G-F,MEM,@,NOP,L,2017-03-21,1,34,2,9,.222,2,3,.667,0,6,.000,0,0,,0,2,2,4,2,1,0,2,4,3.8,-0.9
5385,Michael Carter-Williams\cartemi01,25-162,G,CHI,@,TOR,L,2017-03-21,0,13,2,6,.333,1,4,.250,1,2,.500,2,2,1.000,0,0,0,3,1,2,1,3,7,5.9,7.1
5386,Omri Casspi\casspom01,28-272,F,MIN,,SAS,L,2017-03-21,0,22,2,2,1.000,1,1,1.000,1,1,1.000,0,0,,0,1,1,0,0,0,5,1,5,-0.7,-8.7
5387,Marquese Chriss\chrisma01,19-262,F,PHO,@,MIA,L,2017-03-21,1,38,7,9,.778,5,7,.714,2,2,1.000,8,10,.800,1,6,7,0,2,0,6,5,24,16.2,4.9
5388,Ian Clark\clarkia01,26-014,G,GSW,@,DAL,W,2017-03-21,0,29,8,16,.500,8,12,.667,0,4,.000,2,2,1.000,0,4,4,0,1,0,3,4,18,7.6,-12.2
5389,Jordan Clarkson\clarkjo01,24-287,G,LAL,,LAC,L,2017-03-21,1,36,1,9,.111,1,5,.200,0,4,.000,3,3,1.000,0,3,3,5,0,0,2,4,5,-0.1,-16.5
5390,Mike Conley\conlemi01,29-161,G,MEM,@,NOP,L,2017-03-21,1,31,6,14,.429,4,8,.500,2,6,.333,2,2,1.000,0,6,6,3,0,0,2,2,16,9.7,0.3
5391,Quinn Cook\cookqu01,23-363,G,NOP,,MEM,W,2017-03-21,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-6.7
5392,DeMarcus Cousins\couside01,26-220,C-F,NOP,,MEM,W,2017-03-21,1,37,14,27,.519,9,18,.500,5,9,.556,8,9,.889,4,12,16,2,2,2,2,5,41,34.5,26.1
5393,Allen Crabbe\crabbal01,24-346,G-F,POR,,MIL,L,2017-03-21,0,31,4,11,.364,3,6,.500,1,5,.200,2,2,1.000,0,5,5,1,1,1,1,0,11,7.8,0.2
5394,Jamal Crawford\crawfja01,37-001,G,LAC,@,LAL,W,2017-03-21,0,30,6,10,.600,3,4,.750,3,6,.500,0,0,,0,2,2,3,1,0,1,2,15,12.3,4.4
5395,Jordan Crawford\crawfjo02,28-149,G,NOP,,MEM,W,2017-03-21,0,16,3,5,.600,1,1,1.000,2,4,.500,2,2,1.000,0,2,2,0,0,0,2,3,10,5.1,2.4
5396,Seth Curry\curryse01,26-210,G,DAL,,GSW,L,2017-03-21,1,27,4,12,.333,3,8,.375,1,4,.250,1,1,1.000,0,3,3,4,1,0,2,1,10,5.5,-5.0
5397,Stephen Curry\curryst01,29-007,G,GSW,@,DAL,W,2017-03-21,1,30,7,14,.500,4,5,.800,3,9,.333,0,0,,1,4,5,9,2,0,0,1,17,19.8,13.1
5398,Troy Daniels\danietr01,25-249,G,MEM,@,NOP,L,2017-03-21,0,24,4,8,.500,0,0,,4,8,.500,0,0,,0,2,2,2,0,0,2,1,12,7.6,6.3
5399,Anthony Davis\davisan02,24-010,F-C,NOP,,MEM,W,2017-03-21,1,40,9,18,.500,9,16,.563,0,2,.000,1,2,.500,3,10,13,0,0,0,2,2,19,11.9,-0.8
5400,Dewayne Dedmon\dedmode01,27-221,C,SAS,@,MIN,W,2017-03-21,1,21,0,1,.000,0,1,.000,0,0,,2,4,.500,1,3,4,0,1,0,1,0,2,2.1,-5.6
5401,Matthew Dellavedova\dellama01,26-194,G,MIL,@,POR,W,2017-03-21,0,25,2,7,.286,2,6,.333,0,1,.000,2,2,1.000,0,2,2,1,1,0,0,0,6,4.2,-4.1
5402,DeMar DeRozan\derozde01,27-226,G-F,TOR,,CHI,W,2017-03-21,1,43,17,38,.447,16,33,.485,1,5,.200,7,11,.636,4,3,7,8,2,1,2,1,42,30.2,8.9
5403,Gorgui Dieng\dienggo01,27-062,C,MIN,,SAS,L,2017-03-21,1,33,4,6,.667,3,4,.750,1,2,.500,0,0,,2,2,4,2,0,0,3,6,9,4.4,-2.6
5404,Spencer Dinwiddie\dinwisp01,23-349,G,BRK,,DET,W,2017-03-21,1,30,3,9,.333,3,6,.500,0,3,.000,4,6,.667,3,6,9,4,0,2,1,2,10,10.4,0.7
5405,Goran Dragić\dragigo01,30-319,G,MIA,,PHO,W,2017-03-21,1,28,6,15,.400,4,10,.400,2,5,.400,2,3,.667,1,3,4,2,2,0,3,3,16,8.3,-2.1
5406,Andre Drummond\drumman01,23-223,C,DET,@,BRK,L,2017-03-21,1,31,6,12,.500,6,12,.500,0,0,,1,3,.333,4,13,17,2,1,2,2,3,13,13.5,0.7
5407,Jared Dudley\dudleja01,31-254,F-G,PHO,@,MIA,L,2017-03-21,0,19,3,6,.500,2,2,1.000,1,4,.250,1,3,.333,0,8,8,2,0,0,2,3,8,4.8,-0.5
5408,Kris Dunn\dunnkr01,23-003,G,MIN,,SAS,L,2017-03-21,0,24,2,3,.667,1,1,1.000,1,2,.500,0,0,,0,2,2,0,2,0,2,5,5,2.3,-1.8
5409,Jarell Eddie\eddieja01,25-142,G-F,PHO,@,MIA,L,2017-03-21,0,4,1,2,.500,1,1,1.000,0,1,.000,0,0,,1,0,1,0,0,0,0,0,2,1.7,4.2
5410,Wayne Ellington\ellinwa01,29-112,G,MIA,,PHO,W,2017-03-21,0,27,4,8,.500,1,2,.500,3,6,.500,0,0,,0,1,1,2,1,0,0,0,11,9.7,5.8
5411,James Ennis\ennisja01,26-263,F,MEM,@,NOP,L,2017-03-21,0,15,1,4,.250,0,1,.000,1,3,.333,0,0,,0,4,4,1,1,0,0,1,3,3.1,2.6
5412,Tyler Ennis\ennisty01,22-209,G,LAL,,LAC,L,2017-03-21,0,8,1,5,.200,1,3,.333,0,2,.000,3,3,1.000,0,1,1,2,1,0,0,0,5,4.6,2.6
5413,Cristiano Felício\feliccr01,24-257,F-C,CHI,@,TOR,L,2017-03-21,0,16,2,3,.667,2,3,.667,0,0,,1,2,.500,2,0,2,0,1,0,1,0,5,4.7,-4.2
5414,Raymond Felton\feltora01,32-268,G,LAC,@,LAL,W,2017-03-21,0,23,2,4,.500,2,4,.500,0,0,,0,1,.000,0,1,1,1,0,0,1,1,4,1.2,-7.9
5415,Yogi Ferrell\ferreyo01,23-316,G,DAL,,GSW,L,2017-03-21,1,27,4,10,.400,0,4,.000,4,6,.667,0,0,,1,0,1,4,2,0,3,1,12,8.7,3.9
5416,Dorian Finney-Smith\finnedo01,23-321,F,DAL,,GSW,L,2017-03-21,0,16,0,4,.000,0,1,.000,0,3,.000,0,0,,0,0,0,1,2,0,0,2,0,-0.9,-10.2
5417,Randy Foye\foyera01,33-178,G,BRK,,DET,W,2017-03-21,1,21,1,5,.200,0,1,.000,1,4,.250,0,0,,0,5,5,5,0,0,1,0,3,3.9,-2.9
5418,Tim Frazier\fraziti01,26-140,G,NOP,,MEM,W,2017-03-21,1,28,0,3,.000,0,1,.000,0,2,.000,2,2,1.000,0,2,2,5,3,0,1,2,2,5.2,1.7
5419,Marc Gasol\gasolma01,32-051,C,MEM,@,NOP,L,2017-03-21,1,37,5,13,.385,5,10,.500,0,3,.000,0,1,.000,0,8,8,4,2,0,3,3,10,5.5,-3.4
5420,Pau Gasol\gasolpa01,36-258,C-F,SAS,@,MIN,W,2017-03-21,0,24,4,7,.571,3,4,.750,1,3,.333,2,2,1.000,0,7,7,2,0,1,3,4,11,7.3,-0.6
5421,Manu Ginóbili\ginobma01,39-236,G,SAS,@,MIN,W,2017-03-21,0,19,4,7,.571,3,4,.750,1,3,.333,2,2,1.000,2,1,3,2,3,0,1,1,11,12.4,15.6
5422,Archie Goodwin\goodwar01,22-216,G,BRK,,DET,W,2017-03-21,0,18,5,10,.500,5,7,.714,0,3,.000,0,1,.000,2,3,5,3,0,2,1,0,10,9.4,8.4
5423,Danny Green\greenda02,29-272,G-F,SAS,@,MIN,W,2017-03-21,1,32,4,7,.571,2,2,1.000,2,5,.400,0,0,,0,3,3,3,1,1,0,4,10,9.8,5.4
5424,Draymond Green\greendr01,27-017,F,GSW,@,DAL,W,2017-03-21,1,28,2,6,.333,1,2,.500,1,4,.250,2,2,1.000,0,7,7,8,0,0,2,3,7,8.1,1.5
5425,JaMychal Green\greenja01,26-273,F,MEM,@,NOP,L,2017-03-21,1,18,4,6,.667,3,4,.750,1,2,.500,3,3,1.000,0,2,2,2,0,0,0,5,12,9.4,11.2
5426,Blake Griffin\griffbl01,28-005,F,LAC,@,LAL,W,2017-03-21,1,26,2,9,.222,1,5,.200,1,4,.250,7,8,.875,1,2,3,8,0,0,4,2,12,8.2,-2.7
5427,Maurice Harkless\harklma01,23-314,F-G,POR,,MIL,L,2017-03-21,1,30,2,6,.333,2,4,.500,0,2,.000,2,2,1.000,2,3,5,0,0,2,1,3,6,4.1,-4.4
5428,Devin Harris\harride01,34-022,G,DAL,,GSW,L,2017-03-21,0,15,3,6,.500,1,1,1.000,2,5,.400,0,0,,0,1,1,2,0,0,0,0,8,6.7,7.0
5429,Manny Harris\harrima01,27-181,G,DAL,,GSW,L,2017-03-21,0,4,1,3,.333,1,3,.333,0,0,,0,0,,1,0,1,0,0,0,1,0,2,0.0,-20.2
5430,Tobias Harris\harrito02,24-249,F,DET,@,BRK,L,2017-03-21,1,36,10,15,.667,10,12,.833,0,3,.000,4,5,.800,2,3,5,1,2,3,0,1,24,23.8,11.9
5431,Andrew Harrison\harrian01,22-144,G,MEM,@,NOP,L,2017-03-21,0,24,3,5,.600,2,4,.500,1,1,1.000,3,5,.600,1,3,4,0,0,1,5,3,10,3.0,-6.0
5432,John Henson\hensojo01,26-083,C-F,MIL,@,POR,W,2017-03-21,0,20,3,6,.500,3,6,.500,0,0,,0,0,,5,3,8,0,1,3,3,4,6,5.9,-3.7
5433,Solomon Hill\hillso01,26-003,F,NOP,,MEM,W,2017-03-21,1,34,1,7,.143,1,4,.250,0,3,.000,3,4,.750,1,4,5,2,1,0,2,2,5,1.6,-5.1
5434,Jrue Holiday\holidjr01,26-282,G,NOP,,MEM,W,2017-03-21,1,41,5,17,.294,4,11,.364,1,6,.167,0,0,,1,2,3,6,1,1,1,0,11,7.3,-0.4
5435,Rondae Hollis-Jefferson\holliro01,22-077,F,BRK,,DET,W,2017-03-21,1,27,2,7,.286,2,7,.286,0,0,,0,0,,0,4,4,2,0,0,1,2,4,0.7,-10.7
5436,Serge Ibaka\ibakase01,27-184,F-C,TOR,,CHI,W,2017-03-21,1,26,7,13,.538,5,10,.500,2,3,.667,0,0,,2,4,6,1,0,0,1,3,16,10.8,1.1
5437,Brandon Ingram\ingrabr01,19-200,F,LAL,,LAC,L,2017-03-21,1,40,8,14,.571,6,10,.600,2,4,.500,3,8,.375,1,4,5,3,2,0,2,1,21,16.0,-0.1
5438,Reggie Jackson\jacksre01,26-339,G,DET,@,BRK,L,2017-03-21,1,20,3,9,.333,2,7,.286,1,2,.500,0,0,,1,1,2,2,0,0,1,2,7,2.5,-10.3
5439,James Johnson\johnsja01,30-029,F,MIA,,PHO,W,2017-03-21,0,23,3,9,.333,2,7,.286,1,2,.500,3,6,.500,0,1,1,1,1,1,2,3,10,3.2,-6.4
5440,Tyler Johnson\johnsty01,24-318,G,MIA,,PHO,W,2017-03-21,0,29,7,17,.412,5,14,.357,2,3,.667,1,2,.500,1,5,6,4,5,0,2,3,17,14.3,8.0
5441,Wesley Johnson\johnswe01,29-253,F-G,LAC,@,LAL,W,2017-03-21,0,6,0,1,.000,0,0,,0,1,.000,0,0,,0,3,3,0,0,0,0,1,0,-0.2,-10.1
5442,Derrick Jones\jonesde02,20-034,F,PHO,@,MIA,L,2017-03-21,0,18,2,4,.500,2,4,.500,0,0,,2,2,1.000,0,1,1,0,0,0,0,3,6,3.1,-2.3
5443,Tyus Jones\jonesty01,20-315,G,MIN,,SAS,L,2017-03-21,0,12,0,1,.000,0,1,.000,0,0,,0,0,,0,2,2,5,3,0,2,1,0,4.0,11.8
5444,DeAndre Jordan\jordade01,28-243,C,LAC,@,LAL,W,2017-03-21,1,23,6,9,.667,6,9,.667,0,0,,0,0,,6,5,11,1,0,2,1,1,12,14.5,4.7
5445,Cory Joseph\josepco01,25-213,G,TOR,,CHI,W,2017-03-21,1,43,6,11,.545,5,7,.714,1,4,.250,6,7,.857,1,0,1,2,0,0,2,2,19,12.6,-2.6
5446,Joffrey Lauvergne\lauvejo01,25-172,C-F,CHI,@,TOR,L,2017-03-21,0,7,1,3,.333,1,3,.333,0,0,,0,0,,0,1,1,0,0,0,0,1,2,0.2,-17.3
5447,Alex Len\lenal01,23-278,C,PHO,@,MIA,L,2017-03-21,1,36,5,13,.385,5,11,.455,0,2,.000,2,2,1.000,3,8,11,0,0,4,3,3,12,8.0,-2.9
5448,Kawhi Leonard\leonaka01,25-265,F,SAS,@,MIN,W,2017-03-21,1,31,7,13,.538,7,8,.875,0,5,.000,8,10,.800,0,3,3,4,3,1,3,2,22,18.5,9.4
5449,Meyers Leonard\leoname01,25-022,C-F,POR,,MIL,L,2017-03-21,0,7,0,1,.000,0,1,.000,0,0,,0,0,,0,2,2,1,0,0,0,2,0,-0.2,-8.3
5450,Jon Leuer\leuerjo01,27-311,F,DET,@,BRK,L,2017-03-21,0,22,0,7,.000,0,5,.000,0,2,.000,2,2,1.000,1,4,5,1,1,1,0,3,2,0.2,-12.7
5451,Caris LeVert\leverca01,22-208,G-F,BRK,,DET,W,2017-03-21,1,25,5,8,.625,2,4,.500,3,4,.750,2,2,1.000,0,1,1,1,1,0,0,1,15,13.0,10.0
5452,Damian Lillard\lillada01,26-249,G,POR,,MIL,L,2017-03-21,1,40,13,26,.500,11,17,.647,2,9,.222,3,6,.500,1,4,5,7,4,0,1,0,31,26.6,17.4
5453,Shaun Livingston\livinsh01,31-191,G,GSW,@,DAL,W,2017-03-21,0,20,3,4,.750,3,4,.750,0,0,,0,0,,1,1,2,3,1,0,1,0,6,7.5,5.8
5454,Kevon Looney\looneke01,21-043,F-C,GSW,@,DAL,W,2017-03-21,0,4,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,1,0,1,0,-0.4,-12.3
5455,Brook Lopez\lopezbr01,28-354,C,BRK,,DET,W,2017-03-21,1,33,13,24,.542,10,15,.667,3,9,.333,0,2,.000,2,5,7,1,0,0,1,3,29,18.0,5.8
5456,Robin Lopez\lopezro01,28-354,C,CHI,@,TOR,L,2017-03-21,1,25,5,8,.625,5,8,.625,0,0,,2,2,1.000,3,1,4,1,0,3,1,1,12,12.2,2.1
5457,Thon Maker\makerth01,20-024,F-C,MIL,@,POR,W,2017-03-21,1,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-13.5
5458,Wesley Matthews\matthwe02,30-158,G,DAL,,GSW,L,2017-03-21,1,33,3,8,.375,1,3,.333,2,5,.400,0,0,,1,2,3,4,2,0,2,0,8,7.7,-0.5
5459,Luc Mbah a Moute\mbahalu01,30-193,F,LAC,@,LAL,W,2017-03-21,1,17,0,2,.000,0,1,.000,0,1,.000,1,2,.500,1,1,2,1,0,0,0,1,1,0.5,-6.8
